Ssiderea046003	K10599
Ssiderea042578	K16339
Ssiderea031827	K04422
Ssiderea034036	K01519
Ssiderea011501	K24936
Ssiderea044869	K22453
Ssiderea038203	K03929
Ssiderea056528	K06820
Ssiderea000363	K02223
Ssiderea050344	K17689
Ssiderea041434	K17770
Ssiderea041655	K25700
Ssiderea034386	K26437
Ssiderea047272	K19409
Ssiderea040471	K10159
Ssiderea025990	K08029
Ssiderea015356	K04746
Ssiderea025182	K01754
Ssiderea020167	K10457
Ssiderea62401	K15521
Ssiderea005973	K12487
Ssiderea017129	K13499
Ssiderea019434	K00253
Ssiderea007735	K13985
Ssiderea013275	K23820
Ssiderea027786	K09382
Ssiderea045383	K05655
Ssiderea006188	K26811
Ssiderea054642	K14317
Ssiderea012434	K19399
Ssiderea045141	K14403
Ssiderea045863	K05673
Ssiderea001536	K20123
Ssiderea055050	K28063
Ssiderea042656	K20818
Ssiderea040948	K06753
Ssiderea022201	K11251
Ssiderea045020	K03902
Ssiderea034257	K15407
Ssiderea018334	K08789
Ssiderea049570	K09657
Ssiderea022910	K04255
Ssiderea008436	K24469
Ssiderea018873	K05148
Ssiderea040672	K00710
Ssiderea007475	K24936
Ssiderea028275	K11976
Ssiderea002124	K17986
Ssiderea056017	K10159
Ssiderea045207	K08202
Ssiderea023565	K01562
Ssiderea023193	K04443
Ssiderea015163	K12896
Ssiderea002163	K08803
Ssiderea028081	K19196
Ssiderea012469	K08635
Ssiderea038538	K07098
Ssiderea033456	K10169
Ssiderea050046	K04195
Ssiderea018245	K22791
Ssiderea051716	K00799
Ssiderea052555	K11547
Ssiderea005796	K22615
Ssiderea017992	K01020
Ssiderea59249	K15293
Ssiderea054000	K06792
Ssiderea002528	K06467
Ssiderea035179	K25435
Ssiderea60014	K28074
Ssiderea022097	K04149
Ssiderea044378	K19360
Ssiderea023531	K17307
Ssiderea057576	K07380
Ssiderea030242	K04267
Ssiderea038650	K15260
Ssiderea032110	K16463
Ssiderea029630	K05181
Ssiderea012584	K05038
Ssiderea035417	K09171
Ssiderea014365	K25201
Ssiderea001807	K09656
Ssiderea018524	K05181
Ssiderea048047	K04988
Ssiderea037681	K00315
Ssiderea029477	K04043
Ssiderea046285	K18192
Ssiderea016154	K14769
Ssiderea053181	K26680
Ssiderea041987	K26116
Ssiderea014222	K24936
Ssiderea050985	K08463
Ssiderea035903	K12855
Ssiderea056805	K24469
Ssiderea046700	K00416
Ssiderea020387	K22790
Ssiderea022286	K12846
Ssiderea048741	K01312
Ssiderea038993	K06711
Ssiderea005949	K03246
Ssiderea021809	K11323
Ssiderea025375	K08132
Ssiderea015521	K24041
Ssiderea052594	K09328
Ssiderea032826	K25700
Ssiderea039387	K07834
Ssiderea016682	K23034
Ssiderea011880	K21956
Ssiderea013471	K04224
Ssiderea044141	K09228
Ssiderea043622	K22790
Ssiderea030504	K00753
Ssiderea026629	K27835
Ssiderea021209	K08187
Ssiderea019063	K08375
Ssiderea054028	K09849
Ssiderea002376	K24610
Ssiderea009539	K24538
Ssiderea039005	K06711
Ssiderea040692	K04968
Ssiderea62868	K07497
Ssiderea028810	K06792
Ssiderea005473	K26436
Ssiderea040834	K19511
Ssiderea028722	K04460
Ssiderea020983	K10642
Ssiderea035976	K19511
Ssiderea035426	K11427
Ssiderea035810	K04194
Ssiderea037482	K13863
Ssiderea012204	K06265
Ssiderea046863	K16687
Ssiderea042125	K06834
Ssiderea033829	K04989
Ssiderea042455	K14206
Ssiderea023031	K04224
Ssiderea002088	K12831
Ssiderea015740	K24682
Ssiderea023658	K15182
Ssiderea005748	K24498
Ssiderea057525	K04202
Ssiderea033237	K14709
Ssiderea016825	K06767
Ssiderea035127	K05728
Ssiderea60641	K09228
Ssiderea047991	K19027
Ssiderea054998	K23949
Ssiderea045720	K00058
Ssiderea004310	K24936
Ssiderea023335	K12309
Ssiderea025437	K19369
Ssiderea046953	K15521
Ssiderea005604	K01164
Ssiderea052979	K06184
Ssiderea003671	K25762
Ssiderea012303	K04511
Ssiderea012782	K09228
Ssiderea058088	K04150
Ssiderea019059	K04209
Ssiderea013463	K04223
Ssiderea031293	K09848
Ssiderea018848	K09228
Ssiderea007139	K04174
Ssiderea041210	K17341
Ssiderea044432	K26169
Ssiderea019316	K12847
Ssiderea000928	K19467
Ssiderea033964	K00859
Ssiderea058539	K07379
Ssiderea027835	K28024
Ssiderea029503	K22761
Ssiderea022186	K18740
Ssiderea036188	K08375
Ssiderea035592	K08853
Ssiderea053752	K08711
Ssiderea014875	K02206
Ssiderea047870	K07763
Ssiderea054366	K13912
Ssiderea027201	K01681
Ssiderea62809	K07497
Ssiderea032498	K16576
Ssiderea020280	K08136
Ssiderea002717	K05126
Ssiderea016578	K05312
Ssiderea050960	K04967
Ssiderea019777	K16777
Ssiderea046629	K05181
Ssiderea049864	K05203
Ssiderea010441	K06564
Ssiderea034958	K24800
Ssiderea047622	K14071
Ssiderea057455	K08997
Ssiderea012544	K08961
Ssiderea055875	K13045
Ssiderea046339	K23041
Ssiderea049945	K24936
Ssiderea001299	K15381
Ssiderea025534	K06709
Ssiderea036886	K01020
Ssiderea005858	K12893
Ssiderea043139	K05728
Ssiderea046482	K07994
Ssiderea016867	K12815
Ssiderea051301	K26167
Ssiderea054721	K10691
Ssiderea031803	K04136
Ssiderea028647	K16465
Ssiderea057157	K04595
Ssiderea041627	K10870
Ssiderea015609	K09027
Ssiderea024838	K08375
Ssiderea013699	K24734
Ssiderea015693	K00059
Ssiderea041232	K06491
Ssiderea047507	K01313
Ssiderea000990	K23538
Ssiderea005241	K08547
Ssiderea039503	K00059
Ssiderea009522	K24425
Ssiderea026369	K05115
Ssiderea004477	K00461
Ssiderea014573	K10594
Ssiderea045060	K00933
Ssiderea001741	K08606
Ssiderea023124	K00382
Ssiderea003841	K20865
Ssiderea002432	K05096
Ssiderea042380	K02603
Ssiderea003006	K05614
Ssiderea006004	K14857
Ssiderea029550	K09317
Ssiderea010850	K11405
Ssiderea013679	K23896
Ssiderea004470	K04985
Ssiderea012889	K08380
Ssiderea023752	K04144
Ssiderea049757	K13369
Ssiderea019520	K04950
Ssiderea006022	K07374
Ssiderea019268	K06571
Ssiderea042882	K15348
Ssiderea048570	K12132
Ssiderea000189	K24469
Ssiderea050424	K08465
Ssiderea012816	K04231
Ssiderea035047	K04204
Ssiderea015745	K25550
Ssiderea022736	K24469
Ssiderea026601	K08378
Ssiderea024426	K20349
Ssiderea036222	K23342
Ssiderea005115	K12026
Ssiderea030302	K13649
Ssiderea055623	K13699
Ssiderea052096	K06756
Ssiderea043948	K22381
Ssiderea027144	K17285
Ssiderea058206	K12177
Ssiderea052625	K09583
Ssiderea052170	K17307
Ssiderea002107	K03131
Ssiderea015480	K00318
Ssiderea005600	K06240
Ssiderea034401	K06723
Ssiderea055848	K00444
Ssiderea055768	K17346
Ssiderea013672	K23896
Ssiderea048507	K07756
Ssiderea042695	K25815
Ssiderea026150	K10687
Ssiderea59562	K14354
Ssiderea039844	K07841
Ssiderea013297	K02085
Ssiderea004192	K03902
Ssiderea016776	K02183
Ssiderea012473	K10408
Ssiderea020273	K24893
Ssiderea045960	K05218
Ssiderea037885	K02725
Ssiderea015708	K26608
Ssiderea028185	K03648
Ssiderea047815	K06269
Ssiderea014836	K14354
Ssiderea033151	K01796
Ssiderea038044	K04247
Ssiderea021676	K25226
Ssiderea043486	K17513
Ssiderea023168	K08375
Ssiderea051086	K04422
Ssiderea032350	K15128
Ssiderea006208	K24498
Ssiderea028028	K22390
Ssiderea031897	K23507
Ssiderea012111	K14802
Ssiderea048851	K08779
Ssiderea031570	K27391
Ssiderea052696	K12198
Ssiderea050907	K18422
Ssiderea034704	K09428
Ssiderea053114	K27816
Ssiderea005386	K24502
Ssiderea027027	K26501
Ssiderea002130	K03929
Ssiderea004546	K06237
Ssiderea003047	K10284
Ssiderea029052	K04830
Ssiderea017773	K12132
Ssiderea045161	K24047
Ssiderea007181	K07819
Ssiderea010353	K18201
Ssiderea006701	K08231
Ssiderea044504	K02183
Ssiderea055234	K00699
Ssiderea045531	K17094
Ssiderea050744	K16621
Ssiderea051483	K12303
Ssiderea042366	K16910
Ssiderea007517	K24835
Ssiderea044298	K01022
Ssiderea047167	K24932
Ssiderea013763	K25700
Ssiderea020623	K06853
Ssiderea054736	K09634
Ssiderea045786	K07874
Ssiderea057622	K07937
Ssiderea042789	K19758
Ssiderea008833	K07855
Ssiderea003582	K24825
Ssiderea002516	K24431
Ssiderea006858	K03648
Ssiderea005460	K11699
Ssiderea016667	K05051
Ssiderea036628	K12818
Ssiderea047916	K27921
Ssiderea005343	K13152
Ssiderea027776	K04352
Ssiderea056971	K05120
Ssiderea019149	K26498
Ssiderea034807	K05410
Ssiderea021944	K04142
Ssiderea042303	K01754
Ssiderea013797	K19367
Ssiderea004922	K16056
Ssiderea028103	K17576
Ssiderea049307	K19613
Ssiderea046195	K14072
Ssiderea001006	K04221
Ssiderea056781	K08399
Ssiderea013856	K26437
Ssiderea60934	K08770
Ssiderea011241	K20824
Ssiderea052465	K20302
Ssiderea003951	K24936
Ssiderea049688	K15255
Ssiderea019861	K05692
Ssiderea038284	K00546
Ssiderea049615	K14821
Ssiderea021589	K10308
Ssiderea012988	K02888
Ssiderea013243	K05048
Ssiderea007072	K09357
Ssiderea015316	K08202
Ssiderea056772	K14638
Ssiderea005142	K12026
Ssiderea004351	K10352
Ssiderea057605	K11728
Ssiderea012574	K18463
Ssiderea040150	K15261
Ssiderea001232	K22928
Ssiderea053968	K06792
Ssiderea045339	K00789
Ssiderea025350	K12389
Ssiderea003449	K01227
Ssiderea005374	K01022
Ssiderea044123	K21952
Ssiderea014558	K10703
Ssiderea046332	K05011
Ssiderea003939	K15684
Ssiderea023514	K23564
Ssiderea006995	K20360
Ssiderea008067	K06793
Ssiderea001035	K09228
Ssiderea050923	K11247
Ssiderea050481	K04968
Ssiderea055211	K01365
Ssiderea050373	K01493
Ssiderea057935	K00753
Ssiderea023370	K28157
Ssiderea017532	K05906
Ssiderea051917	K05673
Ssiderea000900	K17253
Ssiderea008628	K25527
Ssiderea013385	K08961
Ssiderea050189	K04144
Ssiderea039618	K12035
Ssiderea017718	K09699
Ssiderea025312	K04984
Ssiderea017212	K14779
Ssiderea048597	K04422
Ssiderea60596	K15837
Ssiderea59322	K07497
Ssiderea057899	K05657
Ssiderea011305	K10892
Ssiderea028651	K24931
Ssiderea001377	K06961
Ssiderea045915	K03941
Ssiderea010376	K00451
Ssiderea030235	K08375
Ssiderea011604	K17307
Ssiderea60899	K15255
Ssiderea002853	K25543
Ssiderea054717	K20160
Ssiderea015681	K07440
Ssiderea038511	K10686
Ssiderea029304	K20800
Ssiderea035448	K00888
Ssiderea044930	K25374
Ssiderea052515	K15255
Ssiderea004560	K10646
Ssiderea032507	K20878
Ssiderea008564	K06819
Ssiderea049677	K15255
Ssiderea015903	K19373
Ssiderea040635	K20283
Ssiderea051446	K07759
Ssiderea015199	K10875
Ssiderea016540	K12323
Ssiderea022230	K18416
Ssiderea046563	K04309
Ssiderea037930	K08896
Ssiderea053541	K24338
Ssiderea004421	K00659
Ssiderea022469	K17924
Ssiderea60363	K04266
Ssiderea004330	K15255
Ssiderea021276	K27391
Ssiderea038290	K00546
Ssiderea026831	K23851
Ssiderea59219	K15255
Ssiderea052911	K00777
Ssiderea017618	K25818
Ssiderea012740	K17341
Ssiderea006808	K12389
Ssiderea022061	K09637
Ssiderea004779	K18912
Ssiderea004645	K04224
Ssiderea040615	K07442
Ssiderea053703	K24298
Ssiderea014338	K24006
Ssiderea022139	K09669
Ssiderea016416	K08378
Ssiderea054709	K01056
Ssiderea009314	K04989
Ssiderea053049	K05702
Ssiderea032631	K04224
Ssiderea056009	K17691
Ssiderea046613	K03877
Ssiderea047136	K08844
Ssiderea006894	K03648
Ssiderea013071	K13024
Ssiderea021262	K27391
Ssiderea035482	K00432
Ssiderea029952	K11252
Ssiderea044533	K04515
Ssiderea011596	K04285
Ssiderea018653	K05051
Ssiderea053159	K01794
Ssiderea018990	K11252
Ssiderea011646	K17341
Ssiderea006158	K17547
Ssiderea052003	K01054
Ssiderea003562	K24359
Ssiderea046618	K00940
Ssiderea019623	K01020
Ssiderea052446	K09363
Ssiderea053323	K02599
Ssiderea051683	K04220
Ssiderea005824	K11293
Ssiderea006109	K14537
Ssiderea051565	K09674
Ssiderea024246	K25537
Ssiderea004441	K05312
Ssiderea005062	K08639
Ssiderea014765	K05357
Ssiderea046298	K18080
Ssiderea005787	K17362
Ssiderea030272	K10632
Ssiderea014194	K22371
Ssiderea023904	K00699
Ssiderea049909	K10756
Ssiderea012153	K04874
Ssiderea015301	K24032
Ssiderea051933	K03902
Ssiderea027220	K08889
Ssiderea051442	K11094
Ssiderea013842	K09849
Ssiderea050112	K23028
Ssiderea045296	K09657
Ssiderea045271	K17866
Ssiderea015377	K10666
Ssiderea024554	K00477
Ssiderea042543	K10380
Ssiderea012318	K02985
Ssiderea051312	K04671
Ssiderea014801	K01637
Ssiderea021033	K17044
Ssiderea61497	K07497
Ssiderea59703	K04611
Ssiderea045769	K07377
Ssiderea042350	K19872
Ssiderea011223	K13863
Ssiderea045284	K18809
Ssiderea052807	K00249
Ssiderea004098	K08501
Ssiderea024570	K05619
Ssiderea007145	K10419
Ssiderea035291	K14618
Ssiderea052148	K19671
Ssiderea011682	K17307
Ssiderea053601	K06699
Ssiderea052390	K08132
Ssiderea018700	K05126
Ssiderea008791	K08288
Ssiderea024177	K15361
Ssiderea046300	K23600
Ssiderea006352	K13051
Ssiderea038737	K20234
Ssiderea047800	K08231
Ssiderea045611	K11161
Ssiderea008908	K07151
Ssiderea012278	K08465
Ssiderea033245	K02895
Ssiderea054410	K01311
Ssiderea057884	K12480
Ssiderea047529	K16537
Ssiderea046829	K23424
Ssiderea045395	K04223
Ssiderea014848	K20347
Ssiderea046370	K08455
Ssiderea057193	K24464
Ssiderea034412	K01754
Ssiderea024186	K26269
Ssiderea015234	K05853
Ssiderea042371	K16353
Ssiderea039211	K14072
Ssiderea024516	K14072
Ssiderea029404	K22125
Ssiderea018919	K25537
Ssiderea017777	K14072
Ssiderea005551	K10642
Ssiderea016101	K04194
Ssiderea039684	K01132
Ssiderea057536	K06027
Ssiderea054877	K00857
Ssiderea042403	K13208
Ssiderea028369	K08187
Ssiderea045859	K05673
Ssiderea008450	K06825
Ssiderea016673	K17275
Ssiderea007922	K04250
Ssiderea026598	K24835
Ssiderea012926	K19283
Ssiderea040302	K10478
Ssiderea014677	K06689
Ssiderea026464	K18211
Ssiderea027544	K15139
Ssiderea007931	K10845
Ssiderea013619	K01047
Ssiderea020651	K19018
Ssiderea034379	K12035
Ssiderea039681	K02168
Ssiderea62349	K11319
Ssiderea000994	K16681
Ssiderea016895	K22790
Ssiderea004706	K19498
Ssiderea033214	K19360
Ssiderea038001	K03173
Ssiderea60614	K09228
Ssiderea011543	K04593
Ssiderea033874	K12132
Ssiderea051706	K00799
Ssiderea028142	K14566
Ssiderea004148	K12035
Ssiderea004987	K10878
Ssiderea022713	K24469
Ssiderea026776	K26090
Ssiderea029587	K14072
Ssiderea031742	K12164
Ssiderea058051	K21421
Ssiderea054137	K06839
Ssiderea001457	K20995
Ssiderea59351	K08592
Ssiderea007305	K22182
Ssiderea027213	K08439
Ssiderea032335	K02427
Ssiderea034339	K09553
Ssiderea007087	K09317
Ssiderea022979	K08726
Ssiderea023799	K04205
Ssiderea042320	K25808
Ssiderea62677	K00588
Ssiderea031346	K09365
Ssiderea046028	K00232
Ssiderea050530	K08630
Ssiderea004079	K04224
Ssiderea011587	K12171
Ssiderea058775	K02599
Ssiderea017358	K06768
Ssiderea036921	K22371
Ssiderea038387	K23288
Ssiderea009961	K09640
Ssiderea058535	K00560
Ssiderea012586	K05034
Ssiderea052511	K23027
Ssiderea005562	K10642
Ssiderea050964	K04967
Ssiderea045582	K08239
Ssiderea058009	K00472
Ssiderea034381	K16582
Ssiderea052160	K17307
Ssiderea038675	K25802
Ssiderea035886	K04285
Ssiderea025864	K10104
Ssiderea054151	K04309
Ssiderea058852	K14616
Ssiderea046030	K09848
Ssiderea012731	K03039
Ssiderea034408	K06563
Ssiderea012411	K21989
Ssiderea011299	K15542
Ssiderea013134	K07901
Ssiderea004486	K00461
Ssiderea013032	K01203
Ssiderea015387	K19681
Ssiderea003571	K05692
Ssiderea002425	K06772
Ssiderea031307	K11997
Ssiderea045467	K25557
Ssiderea016136	K27816
Ssiderea051631	K12839
Ssiderea005736	K03128
Ssiderea023218	K15302
Ssiderea012914	K10470
Ssiderea041530	K08884
Ssiderea029376	K04204
Ssiderea055062	K20994
Ssiderea035496	K04887
Ssiderea019677	K17725
Ssiderea60244	K28074
Ssiderea024250	K10104
Ssiderea049753	K13369
Ssiderea044385	K19360
Ssiderea021907	K15113
Ssiderea040697	K04968
Ssiderea035882	K04239
Ssiderea053747	K23012
Ssiderea045053	K12232
Ssiderea034961	K25358
Ssiderea017762	K12132
Ssiderea041637	K01071
Ssiderea044976	K14072
Ssiderea035293	K15370
Ssiderea054694	K17495
Ssiderea030045	K19558
Ssiderea028189	K07943
Ssiderea011079	K00797
Ssiderea051597	K01896
Ssiderea045064	K20899
Ssiderea052942	K03707
Ssiderea004954	K06569
Ssiderea010590	K14439
Ssiderea045069	K20899
Ssiderea054190	K05619
Ssiderea050914	K04644
Ssiderea021914	K10104
Ssiderea057150	K24404
Ssiderea60094	K10730
Ssiderea024294	K19932
Ssiderea047498	K04266
Ssiderea000580	K24419
Ssiderea005755	K11271
Ssiderea017289	K10638
Ssiderea026785	K05766
Ssiderea026558	K18460
Ssiderea017530	K06254
Ssiderea046377	K01415
Ssiderea020632	K12751
Ssiderea030348	K04194
Ssiderea009968	K01672
Ssiderea054056	K08375
Ssiderea001166	K17341
Ssiderea045165	K08857
Ssiderea026745	K04224
Ssiderea032587	K11853
Ssiderea017889	K01020
Ssiderea046268	K13299
Ssiderea031688	K12401
Ssiderea046633	K08187
Ssiderea001044	K12035
Ssiderea036643	K05181
Ssiderea026256	K14071
Ssiderea60828	K10454
Ssiderea002111	K09228
Ssiderea030203	K01049
Ssiderea046830	K27568
Ssiderea051790	K12373
Ssiderea032115	K01126
Ssiderea035472	K05312
Ssiderea007100	K24205
Ssiderea019118	K16288
Ssiderea042071	K23092
Ssiderea010943	K06115
Ssiderea054309	K18274
Ssiderea037649	K02561
Ssiderea007498	K06233
Ssiderea029323	K21554
Ssiderea050368	K07819
Ssiderea054844	K24469
Ssiderea022641	K21441
Ssiderea032768	K04221
Ssiderea056217	K24979
Ssiderea016379	K14572
Ssiderea001793	K02216
Ssiderea009268	K19491
Ssiderea018128	K17263
Ssiderea038135	K06238
Ssiderea006296	K08189
Ssiderea017405	K01273
Ssiderea050681	K23088
Ssiderea038864	K27774
Ssiderea055168	K09326
Ssiderea026035	K00485
Ssiderea028283	K04287
Ssiderea034010	K05730
Ssiderea031943	K07968
Ssiderea036037	K22735
Ssiderea039228	K14072
Ssiderea034142	K25388
Ssiderea020162	K10457
Ssiderea040458	K04150
Ssiderea035173	K25185
Ssiderea003026	K06237
Ssiderea054397	K05052
Ssiderea052998	K11248
Ssiderea026843	K04967
Ssiderea033758	K20315
Ssiderea024010	K17478
Ssiderea014804	K09848
Ssiderea052487	K02350
Ssiderea049890	K00716
Ssiderea037463	K15259
Ssiderea035861	K04286
Ssiderea045307	K24469
Ssiderea011448	K16808
Ssiderea026671	K12035
Ssiderea048882	K10356
Ssiderea022095	K13157
Ssiderea003510	K03253
Ssiderea001212	K11421
Ssiderea019652	K10251
Ssiderea058729	K25163
Ssiderea013659	K23851
Ssiderea044920	K05399
Ssiderea010366	K23611
Ssiderea018678	K16743
Ssiderea044571	K04285
Ssiderea039851	K08851
Ssiderea055398	K02604
Ssiderea001355	K02183
Ssiderea018991	K11251
Ssiderea054857	K07409
Ssiderea011097	K24148
Ssiderea026455	K20217
Ssiderea017609	K16669
Ssiderea035961	K10478
Ssiderea010974	K10133
Ssiderea053386	K24472
Ssiderea052765	K02184
Ssiderea60991	K10457
Ssiderea044368	K19360
Ssiderea024636	K00604
Ssiderea014897	K04393
Ssiderea026827	K15436
Ssiderea053721	K19360
Ssiderea017542	K12494
Ssiderea051939	K24936
Ssiderea046356	K08455
Ssiderea023317	K11252
Ssiderea037188	K19499
Ssiderea004241	K08378
Ssiderea023898	K00344
Ssiderea045041	K07763
Ssiderea039426	K18469
Ssiderea000678	K10577
Ssiderea030286	K07422
Ssiderea015744	K04565
Ssiderea002039	K01346
Ssiderea034176	K24175
Ssiderea052814	K13355
Ssiderea031704	K04267
Ssiderea010982	K14079
Ssiderea054634	K21440
Ssiderea025792	K06776
Ssiderea052417	K00588
Ssiderea029621	K05181
Ssiderea034023	K21440
Ssiderea021220	K23167
Ssiderea042425	K07426
Ssiderea046200	K04224
Ssiderea054854	K05122
Ssiderea010393	K14072
Ssiderea024270	K12132
Ssiderea022118	K06819
Ssiderea047432	K09553
Ssiderea037974	K18384
Ssiderea056245	K05706
Ssiderea001570	K09255
Ssiderea034264	K24835
Ssiderea005121	K12035
Ssiderea011460	K00461
Ssiderea038035	K03174
Ssiderea059162	K09657
Ssiderea055809	K13348
Ssiderea040162	K07887
Ssiderea007604	K02599
Ssiderea017745	K09068
Ssiderea029729	K06173
Ssiderea042889	K08635
Ssiderea040688	K04427
Ssiderea044871	K08378
Ssiderea037966	K24627
Ssiderea001641	K04266
Ssiderea047084	K18398
Ssiderea025927	K12894
Ssiderea006966	K01303
Ssiderea055931	K05502
Ssiderea037574	K17341
Ssiderea028021	K04153
Ssiderea052181	K05673
Ssiderea025097	K10443
Ssiderea005403	K12026
Ssiderea058557	K06754
Ssiderea037652	K12850
Ssiderea042412	K23909
Ssiderea028316	K04287
Ssiderea039075	K11138
Ssiderea62498	K04599
Ssiderea033029	K01135
Ssiderea057076	K10899
Ssiderea055836	K08132
Ssiderea009549	K00863
Ssiderea038433	K19719
Ssiderea025994	K09341
Ssiderea004527	K06639
Ssiderea041777	K12875
Ssiderea029380	K04239
Ssiderea62549	K07497
Ssiderea059134	K21442
Ssiderea017090	K25872
Ssiderea052954	K17546
Ssiderea041452	K04142
Ssiderea051747	K19511
Ssiderea027808	K03768
Ssiderea003835	K16862
Ssiderea021463	K12813
Ssiderea032894	K11254
Ssiderea60683	K09228
Ssiderea021418	K17820
Ssiderea030183	K04393
Ssiderea032222	K00597
Ssiderea012292	K10294
Ssiderea014273	K04967
Ssiderea056692	K04307
Ssiderea051374	K01020
Ssiderea043596	K15601
Ssiderea59375	K07497
Ssiderea013632	K01047
Ssiderea033109	K10104
Ssiderea048242	K01316
Ssiderea054971	K04255
Ssiderea034031	K21440
Ssiderea022056	K07937
Ssiderea044626	K05052
Ssiderea025489	K00059
Ssiderea038180	K07378
Ssiderea000399	K22614
Ssiderea032233	K25139
Ssiderea026853	K18055
Ssiderea055282	K09524
Ssiderea027273	K03173
Ssiderea004264	K00569
Ssiderea002671	K05126
Ssiderea013048	K24633
Ssiderea032890	K23962
Ssiderea046923	K04874
Ssiderea026409	K16665
Ssiderea033165	K06841
Ssiderea051135	K13103
Ssiderea050455	K27965
Ssiderea004735	K04224
Ssiderea047592	K06267
Ssiderea011974	K05741
Ssiderea60902	K24936
Ssiderea016769	K03939
Ssiderea042605	K23194
Ssiderea033493	K26547
Ssiderea026943	K10642
Ssiderea054088	K23330
Ssiderea003469	K18170
Ssiderea010421	K12132
Ssiderea034236	K22754
Ssiderea050897	K15292
Ssiderea040250	K24464
Ssiderea59591	K07497
Ssiderea046733	K09584
Ssiderea001016	K00894
Ssiderea014760	K18398
Ssiderea020948	K07918
Ssiderea050108	K11364
Ssiderea037701	K00315
Ssiderea003065	K09365
Ssiderea003353	K04267
Ssiderea021014	K09257
Ssiderea044678	K17094
Ssiderea057505	K07521
Ssiderea019571	K09214
Ssiderea041702	K08601
Ssiderea025769	K05125
Ssiderea018749	K04224
Ssiderea011531	K24338
Ssiderea007535	K11173
Ssiderea048938	K25646
Ssiderea022553	K27391
Ssiderea62557	K10477
Ssiderea000498	K08375
Ssiderea012373	K24469
Ssiderea014985	K09228
Ssiderea050979	K22790
Ssiderea006827	K11969
Ssiderea010584	K09255
Ssiderea017951	K01816
Ssiderea044237	K12580
Ssiderea042819	K10373
Ssiderea036639	K18592
Ssiderea005356	K10362
Ssiderea037828	K10349
Ssiderea004120	K04988
Ssiderea035667	K00121
Ssiderea046875	K04950
Ssiderea023732	K09259
Ssiderea006558	K17341
Ssiderea031961	K03857
Ssiderea058070	K23820
Ssiderea038882	K00759
Ssiderea047146	K11396
Ssiderea015830	K24459
Ssiderea051721	K06255
Ssiderea046468	K01323
Ssiderea056961	K06772
Ssiderea049733	K01228
Ssiderea038859	K00471
Ssiderea030066	K22666
Ssiderea021312	K02212
Ssiderea051090	K18588
Ssiderea045870	K10871
Ssiderea057397	K11997
Ssiderea044952	K24437
Ssiderea059003	K04982
Ssiderea031372	K03515
Ssiderea050384	K04150
Ssiderea004911	K27999
Ssiderea011431	K08021
Ssiderea015499	K23622
Ssiderea016150	K18161
Ssiderea055280	K24354
Ssiderea045177	K19521
Ssiderea012323	K13169
Ssiderea001196	K05121
Ssiderea052850	K08339
Ssiderea000897	K06819
Ssiderea001170	K17341
Ssiderea61594	K07497
Ssiderea004167	K24747
Ssiderea016565	K17572
Ssiderea054370	K15693
Ssiderea051622	K25006
Ssiderea004137	K09580
Ssiderea037345	K04739
Ssiderea020230	K13443
Ssiderea002138	K08187
Ssiderea032411	K25668
Ssiderea022760	K01022
Ssiderea033284	K09332
Ssiderea054669	K09624
Ssiderea037756	K04706
Ssiderea024108	K12662
Ssiderea051615	K25709
Ssiderea037747	K10478
Ssiderea028128	K04316
Ssiderea006778	K01254
Ssiderea025985	K16607
Ssiderea003420	K11251
Ssiderea021956	K10104
Ssiderea006429	K10742
Ssiderea004531	K14015
Ssiderea040169	K15261
Ssiderea006260	K19511
Ssiderea053794	K08496
Ssiderea019908	K04285
Ssiderea051896	K02577
Ssiderea045103	K05208
Ssiderea016595	K07925
Ssiderea045111	K04401
Ssiderea029206	K10895
Ssiderea001704	K02599
Ssiderea043963	K05858
Ssiderea055469	K14309
Ssiderea004617	K05673
Ssiderea011967	K19360
Ssiderea015174	K24680
Ssiderea047444	K18274
Ssiderea011319	K12275
Ssiderea039562	K21626
Ssiderea055508	K16759
Ssiderea046697	K12394
Ssiderea047776	K08231
Ssiderea042013	K00461
Ssiderea62171	K09228
Ssiderea039219	K14072
Ssiderea053077	K06911
Ssiderea039766	K10155
Ssiderea043985	K27312
Ssiderea049853	K27940
Ssiderea018112	K05126
Ssiderea024212	K25219
Ssiderea011186	K24511
Ssiderea009603	K06754
Ssiderea013475	K04829
Ssiderea028452	K02183
Ssiderea045472	K10642
Ssiderea014716	K10175
Ssiderea018964	K04209
Ssiderea031685	K12323
Ssiderea015273	K10264
Ssiderea039445	K14072
Ssiderea035527	K25615
Ssiderea055441	K21396
Ssiderea028845	K24464
Ssiderea61365	K09381
Ssiderea004553	K10408
Ssiderea055828	K24794
Ssiderea048967	K06054
Ssiderea037111	K01803
Ssiderea054402	K01310
Ssiderea045606	K25642
Ssiderea009861	K01759
Ssiderea006304	K04224
Ssiderea033974	K17592
Ssiderea008959	K24427
Ssiderea017641	K19636
Ssiderea030193	K17307
Ssiderea000298	K06068
Ssiderea004285	K08117
Ssiderea013959	K08639
Ssiderea019555	K07380
Ssiderea040170	K04421
Ssiderea053375	K04610
Ssiderea046366	K04599
Ssiderea011628	K17341
Ssiderea035697	K01969
Ssiderea022524	K07763
Ssiderea009969	K24680
Ssiderea012972	K04546
Ssiderea039768	K14165
Ssiderea007024	K12169
Ssiderea047845	K08231
Ssiderea008832	K13517
