Siderastrea846961	K18663
Siderastrea447772	K00344
Siderastrea442562	K23354
Siderastrea434826	K01183
Siderastrea187094	K02975
Siderastrea873464	K04043
Siderastrea444124	K01672
Siderastrea587663	K21915
Siderastrea446029	K07903
Siderastrea453244	K08492
Siderastrea454230	K04224
Siderastrea407837	K09499
Siderastrea235149	K05673
Siderastrea445714	K16342
Siderastrea432554	K01897
Siderastrea397656	K01229
Siderastrea119649	K08568
Siderastrea269949	K00665
Siderastrea450003	K11422
Siderastrea444307	K01017
Siderastrea469811	K15837
Siderastrea456091	K17581
Siderastrea451590	K23339
Siderastrea337389	K12035
Siderastrea447253	K22370
Siderastrea532716	K10408
Siderastrea449287	K11126
Siderastrea438525	K01056
Siderastrea435652	K05181
Siderastrea451834	K14327
Siderastrea438781	K21121
Siderastrea449224	K24553
Siderastrea445937	K22390
Siderastrea463783	K07942
Siderastrea868672	K01179
Siderastrea424306	K11648
Siderastrea439300	K14320
Siderastrea417719	K24469
Siderastrea553836	K02985
Siderastrea407384	K20795
Siderastrea420478	K06630
Siderastrea369046	K21988
Siderastrea284429	K03231
Siderastrea328242	K02256
Siderastrea456552	K06240
Siderastrea73585	K05673
Siderastrea219954	K15837
Siderastrea443983	K12185
Siderastrea446171	K23740
Siderastrea811518	K24469
Siderastrea412214	K22138
Siderastrea438005	K25830
Siderastrea393280	K11153
Siderastrea433012	K08498
Siderastrea450665	K05749
Siderastrea435302	K06927
Siderastrea455018	K12828
Siderastrea839791	K12231
Siderastrea650752	K04392
Siderastrea439725	K14301
Siderastrea414615	K03506
Siderastrea433334	K18134
Siderastrea472780	K09493
Siderastrea811898	K00207
Siderastrea142521	K03264
Siderastrea525278	K24936
Siderastrea401414	K12309
Siderastrea260814	K05673
Siderastrea444020	K09219
Siderastrea436454	K08375
Siderastrea883183	K17751
Siderastrea448987	K03870
Siderastrea604236	K16197
Siderastrea341963	K12035
Siderastrea419224	K07632
Siderastrea452434	K11267
Siderastrea371247	K25738
Siderastrea436712	K03885
Siderastrea84797	K03362
Siderastrea317921	K04136
Siderastrea433585	K01283
Siderastrea451100	K03654
Siderastrea397973	K03320
Siderastrea407762	K10297
Siderastrea422264	K08543
Siderastrea443591	K20285
Siderastrea452473	K08029
Siderastrea252418	K10844
Siderastrea440787	K01360
Siderastrea466688	K10413
Siderastrea332683	K22790
Siderastrea445014	K20526
Siderastrea781236	K24464
Siderastrea6201	K05016
Siderastrea455285	K15133
Siderastrea316060	K25537
Siderastrea375747	K07374
Siderastrea444903	K13159
Siderastrea450551	K23847
Siderastrea800767	K02872
Siderastrea415002	K01201
Siderastrea436817	K10362
Siderastrea443993	K13956
Siderastrea435984	K14726
Siderastrea402333	K01519
Siderastrea340668	K15837
Siderastrea425083	K15272
Siderastrea449196	K12035
Siderastrea93132	K06754
Siderastrea449323	K16810
Siderastrea423425	K23222
Siderastrea455840	K06095
Siderastrea638632	K05092
Siderastrea610339	K07953
Siderastrea452615	K08619
Siderastrea618440	K26151
Siderastrea449970	K13866
Siderastrea726883	K09209
Siderastrea323250	K25168
Siderastrea448845	K18953
Siderastrea452077	K01769
Siderastrea424330	K23468
Siderastrea340304	K17341
Siderastrea248488	K06114
Siderastrea430141	K07205
Siderastrea431153	K01107
Siderastrea396731	K24936
Siderastrea411688	K25550
Siderastrea444947	K01065
Siderastrea84172	K11136
Siderastrea391512	K06278
Siderastrea450489	K00567
Siderastrea222554	K08057
Siderastrea454977	K19483
Siderastrea444071	K19495
Siderastrea606354	K23029
Siderastrea433292	K01514
Siderastrea455375	K22866
Siderastrea443082	K04238
Siderastrea447424	K07497
Siderastrea451979	K25440
Siderastrea439177	K03026
Siderastrea232547	K01847
Siderastrea869716	K21919
Siderastrea411673	K04967
Siderastrea447074	K01128
Siderastrea440749	K06664
Siderastrea425874	K00972
Siderastrea268056	K22754
Siderastrea445628	K20309
Siderastrea271018	K11353
Siderastrea391378	K04145
Siderastrea738864	K03833
Siderastrea685283	K11259
Siderastrea448618	K17341
Siderastrea295714	K09188
Siderastrea102112	K04985
Siderastrea451515	K13912
Siderastrea426426	K15032
Siderastrea414357	K10478
Siderastrea228351	K17592
Siderastrea253064	K17592
Siderastrea324671	K15192
Siderastrea455488	K19464
Siderastrea228139	K10408
Siderastrea795389	K23605
Siderastrea759733	K10875
Siderastrea408571	K03992
Siderastrea453270	K02332
Siderastrea392642	K22754
Siderastrea281893	K12375
Siderastrea443623	K04515
Siderastrea444031	K01810
Siderastrea296936	K10755
Siderastrea410657	K11140
Siderastrea444736	K20828
Siderastrea194391	K25700
Siderastrea332627	K01365
Siderastrea453608	K22745
Siderastrea429230	K12505
Siderastrea450071	K22074
Siderastrea75542	K06619
Siderastrea455768	K22763
Siderastrea448091	K14315
Siderastrea452596	K00262
Siderastrea358818	K09848
Siderastrea739399	K03037
Siderastrea683534	K16469
Siderastrea233831	K00627
Siderastrea413262	K25358
Siderastrea388991	K09228
Siderastrea430418	K07374
Siderastrea450497	K20828
Siderastrea444080	K05719
Siderastrea357539	K00380
Siderastrea296137	K04659
Siderastrea446144	K23901
Siderastrea440905	K02437
Siderastrea35320	K07151
Siderastrea446259	K11583
Siderastrea448859	K08150
Siderastrea304036	K11161
Siderastrea451616	K07834
Siderastrea405992	K04160
Siderastrea432136	K10407
Siderastrea146469	K25471
Siderastrea261344	K04531
Siderastrea436425	K17255
Siderastrea605112	K03020
Siderastrea441339	K06772
Siderastrea7512	K03234
Siderastrea426944	K10666
Siderastrea438767	K04604
Siderastrea714571	K06114
Siderastrea565392	K25440
Siderastrea686478	K04266
Siderastrea587031	K25470
Siderastrea447343	K24125
Siderastrea440138	K04266
Siderastrea428158	K02183
Siderastrea424756	K10365
Siderastrea447620	K00109
Siderastrea801202	K04253
Siderastrea452216	K08621
Siderastrea389468	K25358
Siderastrea214200	K08288
Siderastrea818869	K01255
Siderastrea454675	K12035
Siderastrea443989	K03241
Siderastrea426035	K12816
Siderastrea438740	K11459
Siderastrea324343	K13050
Siderastrea388872	K06792
Siderastrea448348	K08799
Siderastrea425148	K02209
Siderastrea439143	K24135
Siderastrea697346	K03900
Siderastrea631205	K02941
Siderastrea446995	K24939
Siderastrea447782	K10599
Siderastrea442397	K17963
Siderastrea721010	K13761
Siderastrea437047	K01759
Siderastrea409750	K08770
Siderastrea445955	K04365
Siderastrea428506	K04543
Siderastrea431562	K14692
Siderastrea209371	K08770
Siderastrea399268	K24835
Siderastrea443061	K18497
Siderastrea434157	K04278
Siderastrea341522	K09666
Siderastrea450430	K09257
Siderastrea315842	K10478
Siderastrea357661	K05034
Siderastrea387506	K24936
Siderastrea454681	K24436
Siderastrea440389	K06965
Siderastrea701953	K25004
Siderastrea392300	K18422
Siderastrea452710	K03635
Siderastrea434867	K12813
Siderastrea199575	K07375
Siderastrea159544	K07889
Siderastrea503018	K01191
Siderastrea451749	K11292
Siderastrea461414	K00128
Siderastrea450388	K16669
Siderastrea452627	K04860
Siderastrea152540	K05643
Siderastrea454787	K20093
Siderastrea290236	K08187
Siderastrea455224	K14803
Siderastrea430875	K06496
Siderastrea272698	K04142
Siderastrea436720	K18646
Siderastrea455001	K20400
Siderastrea125164	K14213
Siderastrea420811	K00699
Siderastrea447471	K25374
Siderastrea424730	K11981
Siderastrea718988	K07282
Siderastrea455448	K07767
Siderastrea721385	K02920
Siderastrea336298	K25709
Siderastrea424556	K19862
Siderastrea701943	K18328
Siderastrea431870	K15045
Siderastrea420398	K06825
Siderastrea437924	K01596
Siderastrea321647	K14565
Siderastrea396740	K06252
Siderastrea564960	K00627
Siderastrea321968	K12324
Siderastrea390032	K05673
Siderastrea455178	K21440
Siderastrea414683	K06711
Siderastrea382401	K01895
Siderastrea248763	K07198
Siderastrea180441	K12838
Siderastrea286233	K12375
Siderastrea449680	K05285
Siderastrea437448	K01802
Siderastrea559291	K11884
Siderastrea390013	K03320
Siderastrea676478	K12261
Siderastrea451272	K07190
Siderastrea403474	K17307
Siderastrea700024	K07370
Siderastrea446387	K15303
Siderastrea436490	K11141
Siderastrea422581	K14616
Siderastrea435322	K07883
Siderastrea434829	K04144
Siderastrea445224	K20639
Siderastrea454129	K04530
Siderastrea456397	K03068
Siderastrea422787	K12165
Siderastrea424658	K05110
Siderastrea446529	K10477
Siderastrea418495	K19178
Siderastrea429788	K02725
Siderastrea701594	K09228
Siderastrea608769	K10413
Siderastrea450518	K24744
Siderastrea832230	K15013
Siderastrea431960	K00864
Siderastrea413136	K10478
Siderastrea431332	K13346
Siderastrea710065	K02980
Siderastrea503459	K24431
Siderastrea380316	K10899
Siderastrea423586	K09228
Siderastrea866790	K02957
Siderastrea382055	K10773
Siderastrea451996	K26244
Siderastrea822422	K22138
Siderastrea86785	K05692
Siderastrea442586	K13150
Siderastrea434928	K14304
Siderastrea292506	K11108
Siderastrea357154	K05312
Siderastrea564342	K04253
Siderastrea437205	K12275
Siderastrea447130	K01109
Siderastrea710314	K12399
Siderastrea81953	K13280
Siderastrea444246	K07561
Siderastrea102980	K06841
Siderastrea452416	K02889
Siderastrea410493	K01102
Siderastrea518348	K05126
Siderastrea440912	K24469
Siderastrea413456	K04160
Siderastrea712877	K04043
Siderastrea452375	K20639
Siderastrea296138	K19404
Siderastrea783941	K15837
Siderastrea337782	K12373
Siderastrea259751	K16506
Siderastrea82974	K01092
Siderastrea454732	K12047
Siderastrea391857	K04988
Siderastrea403307	K10349
Siderastrea420331	K15837
Siderastrea190094	K10408
Siderastrea661578	K00699
Siderastrea78703	K07497
Siderastrea443475	K09584
Siderastrea434783	K04564
Siderastrea434767	K00290
Siderastrea443320	K10645
Siderastrea261491	K18889
Siderastrea173587	K05692
Siderastrea293717	K10407
Siderastrea61677	K02998
Siderastrea446077	K20222
Siderastrea713100	K12165
Siderastrea886715	K07874
Siderastrea452651	K13026
Siderastrea103185	K07374
Siderastrea66208	K07511
Siderastrea342307	K14857
Siderastrea367811	K06795
Siderastrea34336	K02889
Siderastrea352663	K24936
Siderastrea891518	K02918
Siderastrea355612	K12890
Siderastrea892388	K18466
Siderastrea405920	K18274
Siderastrea272497	K04223
Siderastrea342867	K07380
Siderastrea700864	K11838
Siderastrea446241	K05334
Siderastrea367284	K11150
Siderastrea282956	K20995
Siderastrea442010	K19511
Siderastrea386469	K24936
Siderastrea456473	K03144
Siderastrea398514	K23026
Siderastrea711246	K00789
Siderastrea371654	K03265
Siderastrea452237	K04989
Siderastrea303653	K15837
Siderastrea443090	K00901
Siderastrea59650	K24337
Siderastrea451094	K14686
Siderastrea8078	K09494
Siderastrea315460	K11661
Siderastrea422682	K04157
Siderastrea438594	K06997
Siderastrea429003	K11405
Siderastrea300309	K25168
Siderastrea449849	K11253
Siderastrea451891	K16478
Siderastrea368766	K00019
Siderastrea455572	K20994
Siderastrea405989	K06825
Siderastrea409489	K23569
Siderastrea443626	K10357
Siderastrea450198	K06825
Siderastrea447671	K17277
Siderastrea390603	K09339
Siderastrea531263	K02893
Siderastrea457774	K17266
Siderastrea227188	K05658
Siderastrea421309	K09671
Siderastrea435314	K02606
Siderastrea372571	K12035
Siderastrea270715	K10397
Siderastrea455843	K10464
Siderastrea197900	K11252
Siderastrea94268	K19729
Siderastrea361567	K11798
Siderastrea450103	K05695
Siderastrea102929	K07374
Siderastrea438442	K00280
Siderastrea185063	K01313
Siderastrea446570	K16472
Siderastrea309276	K13025
Siderastrea207115	K01557
Siderastrea412916	K17336
Siderastrea442523	K16468
Siderastrea432311	K23863
Siderastrea454456	K05665
Siderastrea423934	K08292
Siderastrea406649	K12837
Siderastrea822326	K11654
Siderastrea916998	K08770
Siderastrea454984	K22656
Siderastrea414991	K06756
Siderastrea405245	K12828
Siderastrea436178	K10478
Siderastrea425834	K17505
Siderastrea388074	K26141
Siderastrea409149	K05048
Siderastrea416336	K00933
Siderastrea449340	K08741
Siderastrea455024	K08871
Siderastrea562049	K05034
Siderastrea180961	K06115
Siderastrea431139	K22614
Siderastrea354487	K09377
Siderastrea647510	K05692
Siderastrea449294	K18166
Siderastrea290914	K15837
Siderastrea641156	K05658
Siderastrea446849	K22376
Siderastrea196911	K05673
Siderastrea359665	K00016
Siderastrea610646	K00789
Siderastrea395427	K17341
Siderastrea422766	K05195
Siderastrea245970	K05665
Siderastrea451856	K04043
Siderastrea305390	K15259
Siderastrea426708	K01623
Siderastrea455569	K04505
Siderastrea439791	K10455
Siderastrea848616	K17751
Siderastrea452799	K24935
Siderastrea405165	K09317
Siderastrea434140	K09267
Siderastrea833377	K01869
Siderastrea302752	K15261
Siderastrea446865	K17592
Siderastrea453307	K00914
Siderastrea426872	K14689
Siderastrea138216	K02256
Siderastrea820430	K25358
Siderastrea43273	K04205
Siderastrea446168	K15198
Siderastrea447557	K01017
Siderastrea433575	K23621
Siderastrea449951	K01148
Siderastrea76396	K07497
Siderastrea410440	K17690
Siderastrea440953	K02328
Siderastrea445221	K17341
Siderastrea233191	K02925
Siderastrea450155	K08588
Siderastrea436091	K08272
Siderastrea91550	K11251
Siderastrea303643	K25537
Siderastrea420295	K19511
Siderastrea699946	K10407
Siderastrea416047	K00318
Siderastrea421345	K10373
Siderastrea443441	K24824
Siderastrea422494	K07376
Siderastrea440391	K04824
Siderastrea422688	K24502
Siderastrea404291	K05129
Siderastrea359160	K02145
Siderastrea351826	K14735
Siderastrea643108	K14780
Siderastrea444036	K22791
Siderastrea353809	K04266
Siderastrea411810	K10380
Siderastrea431204	K17253
Siderastrea445802	K08488
Siderastrea389936	K11163
Siderastrea455929	K23728
Siderastrea446332	K23337
Siderastrea424946	K12365
Siderastrea244246	K20032
Siderastrea435175	K22377
Siderastrea455114	K14684
Siderastrea415059	K24936
Siderastrea456434	K19525
Siderastrea404533	K09228
Siderastrea331834	K00933
Siderastrea437572	K24835
Siderastrea427576	K07409
Siderastrea369822	K01596
Siderastrea444709	K04739
Siderastrea352822	K03173
Siderastrea413023	K10349
Siderastrea260220	K05695
Siderastrea696191	K08272
Siderastrea416376	K01208
Siderastrea433284	K09650
Siderastrea426857	K02154
Siderastrea552375	K02908
Siderastrea454730	K09584
Siderastrea350519	K05717
Siderastrea453375	K11862
Siderastrea449583	K15199
Siderastrea449461	K03899
Siderastrea273402	K01869
Siderastrea584750	K10349
Siderastrea443684	K12603
Siderastrea421414	K14618
Siderastrea447062	K10302
Siderastrea444817	K10380
Siderastrea422809	K06754
Siderastrea438591	K10446
Siderastrea630692	K10082
Siderastrea436406	K08025
Siderastrea454377	K00281
Siderastrea866088	K02925
Siderastrea440783	K10624
Siderastrea431459	K07855
Siderastrea421426	K06792
Siderastrea811504	K17823
Siderastrea410357	K10380
Siderastrea421215	K19869
Siderastrea335897	K13912
Siderastrea213123	K04646
Siderastrea376308	K01280
Siderastrea602519	K24936
Siderastrea329659	K07937
Siderastrea435188	K15837
Siderastrea446984	K00318
Siderastrea235870	K06825
Siderastrea101853	K09451
Siderastrea430902	K04887
Siderastrea304094	K08132
Siderastrea669989	K24729
Siderastrea454357	K10745
Siderastrea893696	K01915
Siderastrea399002	K10597
Siderastrea319726	K07374
Siderastrea604986	K03115
Siderastrea450916	K10510
Siderastrea282541	K16669
Siderastrea340964	K07374
Siderastrea414484	K02599
Siderastrea440879	K05312
Siderastrea438310	K22790
Siderastrea301671	K20995
Siderastrea137924	K15620
Siderastrea409163	K06252
Siderastrea874720	K08653
Siderastrea99749	K08186
Siderastrea40693	K16506
Siderastrea88671	K09276
Siderastrea388668	K10478
Siderastrea435698	K00344
Siderastrea441389	K09641
Siderastrea453516	K17918
Siderastrea392179	K01017
Siderastrea442698	K02677
Siderastrea378090	K24936
Siderastrea414956	K22790
Siderastrea449015	K06062
Siderastrea455543	K24822
Siderastrea225674	K17302
Siderastrea204882	K22656
Siderastrea272823	K05673
Siderastrea403145	K12393
Siderastrea444548	K14634
Siderastrea429317	K00544
Siderastrea452592	K21765
Siderastrea567419	K08871
Siderastrea432973	K14072
Siderastrea433833	K03766
Siderastrea400768	K01011
Siderastrea414824	K22754
Siderastrea209168	K09228
Siderastrea442044	K07497
Siderastrea229763	K20865
Siderastrea433631	K14611
Siderastrea429354	K04969
Siderastrea703217	K04612
Siderastrea451667	K05048
Siderastrea139755	K09533
Siderastrea454606	K00910
Siderastrea431675	K04461
Siderastrea421250	K14072
Siderastrea429734	K07819
Siderastrea404471	K17458
Siderastrea441329	K13989
Siderastrea436278	K08378
Siderastrea243184	K02894
Siderastrea403999	K23342
Siderastrea446775	K04592
Siderastrea442362	K00417
Siderastrea432034	K20198
Siderastrea443160	K21798
Siderastrea239657	K01403
Siderastrea445588	K00290
Siderastrea432104	K16449
Siderastrea410149	K09360
Siderastrea426965	K09666
Siderastrea410385	K05220
Siderastrea434260	K24936
Siderastrea447476	K21456
Siderastrea449448	K22078
Siderastrea440430	K00599
Siderastrea391194	K22754
Siderastrea353131	K09188
Siderastrea196690	K17458
Siderastrea32196	K15837
Siderastrea434903	K03065
Siderastrea253054	K26141
Siderastrea443502	K06112
Siderastrea403264	K22696
Siderastrea432901	K02739
Siderastrea244829	K04239
Siderastrea304445	K08770
Siderastrea427917	K09228
Siderastrea331816	K08375
Siderastrea450108	K04079
Siderastrea440927	K10478
Siderastrea786589	K12668
Siderastrea443128	K09229
Siderastrea902229	K08675
Siderastrea109542	K05124
Siderastrea320593	K06825
Siderastrea433459	K05680
Siderastrea424069	K10391
Siderastrea441444	K05692
Siderastrea445474	K25701
Siderastrea395820	K05546
Siderastrea649821	K03456
Siderastrea357561	K18033
Siderastrea557740	K01519
Siderastrea455536	K16569
Siderastrea433419	K09364
Siderastrea355665	K01203
Siderastrea422098	K03175
Siderastrea450862	K16459
Siderastrea421273	K11253
Siderastrea450331	K20299
Siderastrea432212	K23507
Siderastrea436220	K02030
Siderastrea231807	K12737
Siderastrea454462	K18407
Siderastrea442682	K09106
Siderastrea448232	K06560
Siderastrea408240	K25409
Siderastrea368436	K00522
Siderastrea454350	K17592
Siderastrea783965	K13865
Siderastrea213005	K05038
Siderastrea886258	K06628
Siderastrea414982	K17609
Siderastrea238862	K14592
Siderastrea344767	K09228
Siderastrea441721	K13864
Siderastrea285707	K11726
Siderastrea441159	K10478
Siderastrea453867	K09598
Siderastrea439518	K01316
Siderastrea447878	K24205
Siderastrea406705	K03929
Siderastrea443740	K04919
Siderastrea427586	K02149
Siderastrea446590	K13163
Siderastrea304112	K07374
Siderastrea249604	K13023
Siderastrea438561	K12858
Siderastrea420204	K03120
Siderastrea435308	K05034
Siderastrea192357	K19467
Siderastrea441174	K03130
Siderastrea503822	K05673
Siderastrea425635	K17403
Siderastrea408350	K00522
Siderastrea378113	K24722
Siderastrea377886	K09848
Siderastrea455035	K23222
Siderastrea130263	K05695
Siderastrea259722	K08823
Siderastrea431841	K15183
Siderastrea423447	K24814
Siderastrea430510	K04405
Siderastrea437180	K24064
Siderastrea416391	K24459
Siderastrea453789	K10357
Siderastrea449272	K04993
Siderastrea39752	K04287
Siderastrea448893	K11668
Siderastrea435731	K10636
Siderastrea49317	K14948
Siderastrea117157	K09228
Siderastrea453249	K23804
Siderastrea178069	K02979
Siderastrea557539	K20471
Siderastrea445760	K02927
Siderastrea445871	K02992
Siderastrea454017	K08202
Siderastrea351854	K01349
Siderastrea427579	K09848
Siderastrea685486	K06943
Siderastrea432005	K25642
Siderastrea410931	K03183
Siderastrea454437	K05129
Siderastrea626816	K05756
Siderastrea448254	K05034
Siderastrea409858	K06756
Siderastrea456236	K20289
Siderastrea727258	K16462
Siderastrea449747	K09360
Siderastrea435767	K07374
Siderastrea784062	K17307
Siderastrea136348	K07509
Siderastrea616007	K10359
Siderastrea450495	K10600
Siderastrea453990	K22128
Siderastrea290620	K04255
Siderastrea434814	K14613
Siderastrea427575	K17253
Siderastrea352911	K01203
Siderastrea442339	K14079
Siderastrea290442	K18246
Siderastrea452871	K03174
Siderastrea445735	K00736
Siderastrea420058	K08375
Siderastrea233038	K05695
Siderastrea188065	K06271
Siderastrea166459	K25443
Siderastrea391062	K04285
Siderastrea888267	K06944
Siderastrea432997	K25700
Siderastrea427275	K02183
Siderastrea435332	K08193
Siderastrea451726	K10149
Siderastrea446443	K17689
Siderastrea309506	K15261
Siderastrea377155	K08202
Siderastrea435350	K17495
Siderastrea387576	K24437
Siderastrea393628	K01874
Siderastrea867883	K12623
Siderastrea433583	K09680
Siderastrea427116	K19756
Siderastrea452999	K08409
Siderastrea451471	K21776
Siderastrea307445	K11995
Siderastrea196446	K24936
Siderastrea452258	K03504
Siderastrea451467	K11321
Siderastrea643628	K05870
Siderastrea417016	K12309
Siderastrea298200	K08202
Siderastrea277866	K18443
Siderastrea769082	K05633
Siderastrea401532	K01049
Siderastrea453202	K18764
Siderastrea783128	K06699
Siderastrea385240	K14290
Siderastrea411967	K00728
Siderastrea418271	K08467
Siderastrea432772	K09228
Siderastrea383995	K03006
Siderastrea596768	K10848
Siderastrea370785	K11338
Siderastrea817437	K07827
Siderastrea436875	K24470
Siderastrea441225	K01562
Siderastrea193575	K02377
Siderastrea324939	K08622
Siderastrea455425	K24932
Siderastrea338439	K02993
Siderastrea441875	K06560
Siderastrea439684	K11583
Siderastrea431644	K02262
Siderastrea419902	K17352
Siderastrea435549	K14766
Siderastrea451648	K08961
Siderastrea240786	K17592
Siderastrea426703	K02599
Siderastrea478215	K03016
Siderastrea436128	K22754
Siderastrea431102	K02970
Siderastrea444966	K08375
Siderastrea433601	K01195
Siderastrea452820	K22858
Siderastrea454633	K14399
Siderastrea445729	K01166
Siderastrea380630	K11153
Siderastrea450919	K08187
Siderastrea708882	K02962
Siderastrea834589	K16749
Siderastrea487623	K10436
Siderastrea438292	K02168
Siderastrea302615	K06850
Siderastrea418537	K03953
Siderastrea332290	K14072
Siderastrea437122	K09496
Siderastrea369776	K25710
Siderastrea751524	K07497
Siderastrea219412	K09214
Siderastrea454703	K18598
Siderastrea452720	K16812
Siderastrea431797	K07436
Siderastrea426633	K24104
Siderastrea449572	K07195
Siderastrea553610	K22754
Siderastrea450821	K17398
Siderastrea343898	K17341
Siderastrea369304	K02183
Siderastrea291583	K13045
Siderastrea427419	K07432
Siderastrea422446	K04266
Siderastrea276530	K04986
Siderastrea444262	K24609
Siderastrea194623	K01077
Siderastrea454796	K01001
Siderastrea446471	K14381
Siderastrea445043	K23851
Siderastrea904984	K11840
Siderastrea483554	K15837
Siderastrea449363	K00461
Siderastrea419122	K00213
Siderastrea454598	K20122
Siderastrea450171	K04508
Siderastrea189831	K09228
Siderastrea445783	K24887
Siderastrea448012	K12373
Siderastrea520430	K01551
Siderastrea430561	K02350
Siderastrea840838	K02974
Siderastrea435473	K01346
Siderastrea492523	K06709
Siderastrea436761	K24887
Siderastrea399592	K17341
Siderastrea341977	K01647
Siderastrea200102	K05313
Siderastrea372273	K04134
Siderastrea842191	K22027
Siderastrea431728	K10801
Siderastrea415601	K04919
Siderastrea447899	K04218
Siderastrea383046	K04142
Siderastrea547922	K01802
Siderastrea428042	K20316
Siderastrea403597	K03654
Siderastrea443081	K04144
Siderastrea439533	K10295
Siderastrea411452	K02995
Siderastrea439995	K01950
Siderastrea216276	K01316
Siderastrea453236	K15113
Siderastrea426101	K04135
Siderastrea446574	K09662
Siderastrea297521	K01349
Siderastrea525698	K04205
Siderastrea446726	K11488
Siderastrea343346	K02975
Siderastrea156286	K03781
Siderastrea717559	K13988
Siderastrea533987	K07904
Siderastrea436333	K05502
Siderastrea608187	K03283
Siderastrea229159	K10408
Siderastrea448520	K03948
Siderastrea553061	K07874
Siderastrea213943	K12391
Siderastrea400946	K05126
Siderastrea445711	K24660
Siderastrea308993	K11647
Siderastrea73158	K00819
Siderastrea425535	K23879
Siderastrea413122	K02953
Siderastrea444250	K09666
Siderastrea429406	K24971
Siderastrea453881	K23222
Siderastrea456387	K22754
Siderastrea319842	K11150
Siderastrea435212	K16676
Siderastrea752533	K14802
Siderastrea446181	K15046
Siderastrea440900	K20366
Siderastrea440469	K01126
Siderastrea409559	K04150
Siderastrea425909	K12160
Siderastrea420994	K12323
Siderastrea450926	K05970
Siderastrea828570	K19680
Siderastrea279633	K07379
Siderastrea440203	K14610
Siderastrea427093	K14678
Siderastrea444265	K24185
Siderastrea422403	K23567
Siderastrea433134	K00432
Siderastrea340902	K04397
Siderastrea415014	K24431
Siderastrea885157	K03234
Siderastrea426682	K06252
Siderastrea430611	K24261
Siderastrea342161	K03021
Siderastrea452849	K04984
Siderastrea285864	K17341
Siderastrea265807	K02374
Siderastrea435807	K01349
Siderastrea383280	K16506
Siderastrea450716	K01183
Siderastrea212525	K10408
Siderastrea432928	K09527
Siderastrea428962	K23914
Siderastrea128295	K02938
Siderastrea439023	K15167
Siderastrea94770	K12891
Siderastrea439560	K01673
Siderastrea529151	K02132
Siderastrea447189	K10446
Siderastrea423474	K00461
Siderastrea418785	K07903
Siderastrea422136	K04564
Siderastrea428673	K04135
Siderastrea708901	K02729
Siderastrea607066	K25470
Siderastrea915261	K10575
Siderastrea451812	K11423
Siderastrea418027	K13161
Siderastrea617542	K14539
Siderastrea447792	K04606
Siderastrea640437	K01893
Siderastrea170973	K07374
Siderastrea182516	K04409
Siderastrea435258	K19529
Siderastrea413539	K00940
Siderastrea435894	K23902
Siderastrea446641	K11837
Siderastrea230330	K04150
Siderastrea435710	K04142
Siderastrea446919	K20637
Siderastrea449087	K12470
Siderastrea681317	K01915
Siderastrea444747	K07756
Siderastrea123503	K24523
Siderastrea865487	K22614
Siderastrea430194	K22991
Siderastrea439283	K19476
Siderastrea482203	K07839
Siderastrea414154	K24469
Siderastrea441180	K09553
Siderastrea390119	K12275
Siderastrea406581	K05692
Siderastrea441193	K03654
Siderastrea503118	K24936
Siderastrea329290	K09632
Siderastrea475373	K01915
Siderastrea449078	K19922
Siderastrea383324	K23544
Siderastrea412888	K15074
Siderastrea833143	K07508
Siderastrea35063	K10364
Siderastrea440339	K02561
Siderastrea445413	K22390
Siderastrea211468	K11251
Siderastrea386093	K21440
Siderastrea350767	K05106
Siderastrea234271	K07374
Siderastrea444006	K03257
Siderastrea244176	K17691
Siderastrea432904	K09521
Siderastrea288123	K17592
Siderastrea454697	K09401
Siderastrea709360	K11140
Siderastrea393965	K09848
Siderastrea450792	K24793
Siderastrea442646	K24690
Siderastrea444653	K08211
Siderastrea432552	K07941
Siderastrea482118	K07937
Siderastrea416073	K08798
Siderastrea358319	K09285
Siderastrea914089	K24936
Siderastrea452186	K04559
Siderastrea420059	K22790
Siderastrea897528	K04676
Siderastrea440350	K06841
Siderastrea440684	K02128
Siderastrea318156	K04137
Siderastrea438851	K25757
Siderastrea429362	K02183
Siderastrea301983	K06091
Siderastrea424266	K00635
Siderastrea413393	K04392
Siderastrea455306	K04984
Siderastrea815483	K18081
Siderastrea426258	K02966
Siderastrea352286	K16507
Siderastrea428268	K06825
Siderastrea549898	K01324
Siderastrea454658	K10866
Siderastrea439699	K08855
Siderastrea425029	K17341
Siderastrea112918	K04367
Siderastrea450257	K01930
Siderastrea456556	K22387
Siderastrea393676	K17513
Siderastrea380051	K19511
Siderastrea171939	K01527
Siderastrea443594	K11977
Siderastrea717103	K20296
Siderastrea362293	K01895
Siderastrea432539	K16196
Siderastrea421988	K04455
Siderastrea416410	K19176
Siderastrea403327	K00942
Siderastrea440844	K06236
Siderastrea439526	K13116
Siderastrea399217	K17404
Siderastrea454663	K02156
Siderastrea475340	K09495
Siderastrea415955	K01411
Siderastrea317601	K09228
Siderastrea424023	K24213
Siderastrea544507	K05863
Siderastrea358976	K08375
Siderastrea18110	K02128
Siderastrea843327	K02937
Siderastrea416524	K04239
Siderastrea219037	K10645
Siderastrea426324	K06753
Siderastrea420402	K00693
Siderastrea453784	K12592
Siderastrea423556	K10457
Siderastrea430057	K05673
Siderastrea434151	K13703
Siderastrea176273	K02932
