Ssiderea246914	K01301
Ssiderea236805	K18953
Ssiderea230566	K00939
Ssiderea255802	K13337
Ssiderea263534	K10158
Ssiderea232574	K13866
Ssiderea262422	K12573
Ssiderea265439	K20994
Ssiderea252340	K01201
Ssiderea242317	K15627
Ssiderea269350	K12021
Ssiderea259853	K17943
Ssiderea260759	K04950
Ssiderea248627	K09339
Ssiderea226921	K19862
Ssiderea226310	K13800
Ssiderea243360	K16727
Ssiderea210220	K06180
Ssiderea242182	K07930
Ssiderea263394	K17404
Ssiderea246769	K12231
Ssiderea256000	K08765
Ssiderea258707	K16587
Ssiderea266344	K04861
Ssiderea257158	K16499
Ssiderea305340	K02962
Ssiderea258583	K13761
Ssiderea232894	K10896
Ssiderea247320	K19007
Ssiderea349375	K00312
Ssiderea248273	K20301
Ssiderea227170	K06259
Ssiderea215853	K12035
Ssiderea255633	K23693
Ssiderea267052	K18756
Ssiderea270409	K01749
Ssiderea247317	K13102
Ssiderea452446	K24939
Ssiderea259008	K11270
Ssiderea255062	K01639
Ssiderea210660	K09604
Ssiderea247054	K07923
Ssiderea241060	K10752
Ssiderea267024	K07573
Ssiderea259066	K02154
Ssiderea257804	K17943
Ssiderea223082	K17767
Ssiderea269993	K24485
Ssiderea220477	K04794
Ssiderea244357	K05662
Ssiderea268277	K02880
Ssiderea217737	K01411
Ssiderea265155	K14163
Ssiderea238957	K03424
Ssiderea261482	K15109
Ssiderea267048	K24468
Ssiderea265684	K10175
Ssiderea243712	K04266
Ssiderea267482	K03447
Ssiderea223030	K08064
Ssiderea247212	K05312
Ssiderea255388	K05743
Ssiderea269096	K22991
Ssiderea231111	K00914
Ssiderea264528	K01596
Ssiderea256260	K24226
Ssiderea245127	K02296
Ssiderea259210	K17809
Ssiderea263590	K02605
Ssiderea228186	K05208
Ssiderea131386	K01365
Ssiderea269952	K15128
Ssiderea149936	K04828
Ssiderea223461	K21988
Ssiderea239251	K24437
Ssiderea260483	K13172
Ssiderea269631	K17815
Ssiderea585959	K06255
Ssiderea248287	K03141
Ssiderea260913	K07207
Ssiderea260954	K14538
Ssiderea252047	K20795
Ssiderea395439	K02943
Ssiderea413887	K10461
Ssiderea187796	K19612
Ssiderea267730	K09113
Ssiderea218484	K04609
Ssiderea256393	K00280
Ssiderea268091	K25048
Ssiderea256332	K10767
Ssiderea236304	K01534
Ssiderea270281	K07440
Ssiderea232735	K11502
Ssiderea191192	K22754
Ssiderea252007	K08821
Ssiderea237483	K07305
Ssiderea216028	K24893
Ssiderea241149	K00994
Ssiderea253775	K09649
Ssiderea237803	K14589
Ssiderea250685	K10487
Ssiderea206545	K18033
Ssiderea258876	K16219
Ssiderea175311	K09608
Ssiderea227813	K06545
Ssiderea256155	K02966
Ssiderea231040	K22388
Ssiderea256541	K02149
Ssiderea242121	K01084
Ssiderea218979	K04968
Ssiderea267424	K04428
Ssiderea219609	K10408
Ssiderea255108	K15261
Ssiderea277589	K10808
Ssiderea248310	K05218
Ssiderea269492	K15690
Ssiderea263824	K04362
Ssiderea245672	K19006
Ssiderea259597	K19678
Ssiderea247072	K06210
Ssiderea259512	K15259
Ssiderea249847	K11862
Ssiderea564970	K22045
Ssiderea259865	K24385
Ssiderea259681	K08827
Ssiderea253387	K14085
Ssiderea256690	K10401
Ssiderea256237	K14354
Ssiderea147169	K10895
Ssiderea238600	K00461
Ssiderea511243	K15113
Ssiderea269602	K12021
Ssiderea602	K24734
Ssiderea204119	K04615
Ssiderea241407	K10289
Ssiderea248470	K15608
Ssiderea245876	K14165
Ssiderea226324	K03011
Ssiderea256258	K21879
Ssiderea452270	K24506
Ssiderea220441	K07375
Ssiderea249051	K05619
Ssiderea269216	K16669
Ssiderea520919	K04145
Ssiderea240293	K06569
Ssiderea248803	K03039
Ssiderea167865	K07752
Ssiderea236106	K19363
Ssiderea233999	K24032
Ssiderea232217	K11765
Ssiderea265372	K01886
Ssiderea271969	K14718
Ssiderea265637	K20280
Ssiderea230573	K14611
Ssiderea231877	K22198
Ssiderea390653	K22614
Ssiderea219156	K04615
Ssiderea251485	K15322
Ssiderea255593	K03686
Ssiderea261789	K09594
Ssiderea262672	K16811
Ssiderea252064	K25459
Ssiderea199799	K09995
Ssiderea256130	K05094
Ssiderea269522	K09518
Ssiderea255242	K14327
Ssiderea334998	K08423
Ssiderea265788	K11974
Ssiderea247787	K15407
Ssiderea237108	K00710
Ssiderea247708	K18258
Ssiderea243719	K23909
Ssiderea244530	K17341
Ssiderea264024	K10185
Ssiderea271461	K09667
Ssiderea257056	K09654
Ssiderea265601	K20242
Ssiderea257543	K14684
Ssiderea258293	K08956
Ssiderea260528	K14840
Ssiderea268256	K24070
Ssiderea225797	K06558
Ssiderea249618	K01230
Ssiderea250799	K25587
Ssiderea260856	K22414
Ssiderea230192	K24024
Ssiderea166954	K09667
Ssiderea259657	K24835
Ssiderea237383	K00933
Ssiderea256874	K10266
Ssiderea135226	K17592
Ssiderea254779	K18953
Ssiderea269975	K23281
Ssiderea50299	K17341
Ssiderea267126	K06238
Ssiderea522603	K22859
Ssiderea242499	K13341
Ssiderea251370	K25425
Ssiderea213844	K04358
Ssiderea269267	K14354
Ssiderea271368	K24691
Ssiderea153391	K02877
Ssiderea252561	K17866
Ssiderea245303	K06269
Ssiderea215230	K02894
Ssiderea262364	K14411
Ssiderea239724	K19953
Ssiderea235367	K19499
Ssiderea258827	K24469
Ssiderea226620	K04857
Ssiderea20761	K01802
Ssiderea252386	K25769
Ssiderea258055	K05092
Ssiderea223071	K21873
Ssiderea222975	K01425
Ssiderea248727	K21548
Ssiderea250700	K22804
Ssiderea266256	K21853
Ssiderea248535	K20092
Ssiderea248756	K19608
Ssiderea255997	K01469
Ssiderea251988	K03514
Ssiderea261711	K17346
Ssiderea312989	K13864
Ssiderea246693	K09228
Ssiderea244799	K04715
Ssiderea261057	K17413
Ssiderea268659	K20092
Ssiderea179712	K11853
Ssiderea213189	K09204
Ssiderea254449	K22210
Ssiderea222076	K17535
Ssiderea249813	K20368
Ssiderea240652	K13219
Ssiderea271996	K10144
Ssiderea267698	K24155
Ssiderea260314	K08596
Ssiderea258312	K10837
Ssiderea227443	K23908
Ssiderea260654	K24635
Ssiderea218578	K07890
Ssiderea341956	K17341
Ssiderea215003	K21814
Ssiderea270848	K04989
Ssiderea559128	K01049
Ssiderea181485	K21125
Ssiderea248237	K03130
Ssiderea257585	K09506
Ssiderea236435	K08889
Ssiderea270953	K06569
Ssiderea260679	K16507
Ssiderea250039	K00488
Ssiderea239682	K12584
Ssiderea265745	K00262
Ssiderea224611	K07874
Ssiderea263798	K18343
Ssiderea268206	K26111
Ssiderea523513	K04990
Ssiderea250826	K09407
Ssiderea246026	K00699
Ssiderea260576	K21958
Ssiderea271458	K06115
Ssiderea232124	K01562
Ssiderea214992	K04984
Ssiderea218654	K04142
Ssiderea262001	K17545
Ssiderea258861	K15690
Ssiderea239601	K01242
Ssiderea239859	K05636
Ssiderea226282	K09553
Ssiderea204885	K01301
Ssiderea247185	K10688
Ssiderea251144	K10277
Ssiderea257335	K19906
Ssiderea256431	K11316
Ssiderea219946	K11489
Ssiderea557899	K08341
Ssiderea250594	K11584
Ssiderea264768	K25201
Ssiderea255182	K01487
Ssiderea254576	K00128
Ssiderea122735	K03348
Ssiderea245134	K08804
Ssiderea262873	K01469
Ssiderea226885	K09224
Ssiderea248747	K08524
Ssiderea229030	K05614
Ssiderea258641	K00013
Ssiderea270914	K01672
Ssiderea248614	K23539
Ssiderea270253	K00547
Ssiderea236071	K14616
Ssiderea260716	K10841
Ssiderea263411	K05093
Ssiderea257715	K06628
Ssiderea266895	K01074
Ssiderea6399	K08883
Ssiderea224243	K06773
Ssiderea255937	K12035
Ssiderea228248	K00657
Ssiderea262491	K18082
Ssiderea214741	K04144
Ssiderea224701	K06619
Ssiderea261731	K16832
Ssiderea260375	K17341
Ssiderea236035	K10683
Ssiderea371981	K08490
Ssiderea244316	K18411
Ssiderea269357	K01444
Ssiderea258461	K16480
Ssiderea202367	K09849
Ssiderea252950	K18134
Ssiderea464878	K01251
Ssiderea234144	K24437
Ssiderea270577	K09503
Ssiderea268020	K02519
Ssiderea224177	K07428
Ssiderea237796	K12035
Ssiderea379735	K21842
Ssiderea257985	K09209
Ssiderea248712	K09552
Ssiderea242526	K06675
Ssiderea221431	K07497
Ssiderea255810	K20820
Ssiderea252620	K09481
Ssiderea520362	K23342
Ssiderea231512	K02187
Ssiderea191270	K06243
Ssiderea246729	K00966
Ssiderea270501	K10627
Ssiderea248085	K13698
Ssiderea225572	K00699
Ssiderea267042	K24228
Ssiderea242818	K05034
Ssiderea11161	K10478
Ssiderea271673	K06092
Ssiderea68175	K16353
Ssiderea256117	K09048
Ssiderea247277	K04131
Ssiderea132738	K15271
Ssiderea234681	K02168
Ssiderea202343	K25168
Ssiderea233256	K01322
Ssiderea220914	K10755
Ssiderea254548	K10769
Ssiderea239827	K00069
Ssiderea241802	K20994
Ssiderea259059	K14833
Ssiderea264946	K22125
Ssiderea75572	K08807
Ssiderea271965	K17065
Ssiderea240368	K16767
Ssiderea261077	K17387
Ssiderea268756	K04354
Ssiderea36107	K23739
Ssiderea265938	K05291
Ssiderea255492	K10891
Ssiderea240915	K24764
Ssiderea247310	K00574
Ssiderea216110	K04203
Ssiderea250233	K15183
Ssiderea182703	K15608
Ssiderea264187	K00166
Ssiderea261032	K13811
Ssiderea246540	K24404
Ssiderea229593	K24437
Ssiderea270370	K01895
Ssiderea249011	K17341
Ssiderea246504	K01379
Ssiderea259429	K14963
Ssiderea238834	K08658
Ssiderea262922	K01874
Ssiderea225959	K11251
Ssiderea246127	K24936
Ssiderea241333	K17535
Ssiderea264833	K08052
Ssiderea250664	K00715
Ssiderea265418	K18592
Ssiderea220773	K25802
Ssiderea268989	K15115
Ssiderea239362	K04144
Ssiderea250513	K01466
Ssiderea273234	K08465
Ssiderea235277	K14753
Ssiderea241757	K06628
Ssiderea261570	K05665
Ssiderea258432	K22859
Ssiderea242591	K01081
Ssiderea544364	K13126
Ssiderea267616	K02350
Ssiderea216534	K19640
Ssiderea239583	K24205
Ssiderea234523	K16583
Ssiderea196898	K07763
Ssiderea265576	K03358
Ssiderea258607	K16684
Ssiderea257902	K20310
Ssiderea246998	K04828
Ssiderea255878	K05719
Ssiderea267322	K04851
Ssiderea571040	K00411
Ssiderea263698	K20465
Ssiderea246094	K08202
Ssiderea235847	K03231
Ssiderea256807	K11169
Ssiderea232928	K04905
Ssiderea230947	K01358
Ssiderea244471	K16471
Ssiderea231439	K08076
Ssiderea269387	K12035
Ssiderea259516	K17286
Ssiderea312563	K01195
Ssiderea259755	K21456
Ssiderea251226	K00871
Ssiderea143895	K02136
Ssiderea174152	K11501
Ssiderea261243	K04648
Ssiderea398746	K10809
Ssiderea19202	K00461
Ssiderea269237	K22858
Ssiderea255398	K08817
Ssiderea211076	K01522
Ssiderea257749	K15116
Ssiderea252864	K08526
Ssiderea230216	K05288
Ssiderea260232	K03234
Ssiderea253459	K19499
Ssiderea234313	K11377
Ssiderea242083	K15169
Ssiderea239085	K23963
Ssiderea238990	K06676
Ssiderea271089	K05970
Ssiderea258090	K10380
Ssiderea261256	K06084
Ssiderea237237	K17592
Ssiderea196468	K18055
Ssiderea238649	K12173
Ssiderea240391	K00213
Ssiderea262665	K10582
Ssiderea244714	K18798
Ssiderea225409	K10380
Ssiderea269894	K06584
Ssiderea248852	K09186
Ssiderea229184	K13702
Ssiderea217139	K19367
Ssiderea257600	K06237
Ssiderea266850	K24682
Ssiderea215649	K17513
Ssiderea255676	K09663
Ssiderea257173	K22765
Ssiderea240424	K25207
Ssiderea226489	K08893
Ssiderea258656	K07923
Ssiderea214147	K03654
Ssiderea260871	K24260
Ssiderea250761	K16727
Ssiderea566286	K02256
Ssiderea178519	K08873
Ssiderea269067	K06095
Ssiderea241413	K24936
Ssiderea265131	K04982
Ssiderea236681	K08595
Ssiderea263274	K12495
Ssiderea238162	K11405
Ssiderea269399	K19721
Ssiderea251809	K17095
Ssiderea248819	K00639
Ssiderea267843	K20724
Ssiderea248548	K04671
Ssiderea229134	K14443
Ssiderea232509	K05727
Ssiderea256958	K04988
Ssiderea213792	K18729
Ssiderea217661	K08193
Ssiderea259926	K01135
Ssiderea245923	K23908
Ssiderea244785	K25537
Ssiderea259568	K03934
Ssiderea262273	K03259
Ssiderea269047	K11262
Ssiderea254216	K20828
Ssiderea255095	K14020
Ssiderea226382	K06569
Ssiderea260272	K10149
Ssiderea270047	K26219
Ssiderea265504	K02599
Ssiderea103597	K09490
Ssiderea244188	K15202
Ssiderea261836	K14763
Ssiderea256191	K16482
Ssiderea249161	K00645
Ssiderea256715	K04988
Ssiderea255447	K12035
Ssiderea246903	K09558
Ssiderea248107	K03869
Ssiderea264998	K05699
Ssiderea239356	K11843
Ssiderea271385	K07497
Ssiderea254324	K04671
Ssiderea271259	K12604
Ssiderea580020	K09578
Ssiderea260590	K19513
Ssiderea237861	K19400
Ssiderea267316	K13094
Ssiderea263037	K26167
Ssiderea228461	K04892
Ssiderea236477	K19018
Ssiderea147299	K07936
Ssiderea224798	K05692
Ssiderea255173	K17501
Ssiderea251785	K13369
Ssiderea257815	K13710
Ssiderea254200	K08465
Ssiderea247076	K12323
Ssiderea238240	K04874
Ssiderea268373	K24810
Ssiderea246042	K10343
Ssiderea142619	K08770
Ssiderea262042	K14388
Ssiderea246111	K12662
Ssiderea263128	K17307
Ssiderea263582	K04982
Ssiderea261791	K18081
Ssiderea205906	K17710
Ssiderea260611	K17972
Ssiderea554059	K10809
Ssiderea210006	K05665
Ssiderea249180	K15837
Ssiderea245686	K16289
Ssiderea262848	K12177
Ssiderea240358	K15369
Ssiderea253879	K08193
Ssiderea264576	K01895
Ssiderea271333	K16669
Ssiderea249879	K11878
Ssiderea259201	K11997
Ssiderea254001	K10478
Ssiderea234936	K04285
Ssiderea254044	K25838
Ssiderea268296	K04463
Ssiderea271727	K22754
Ssiderea239439	K17341
Ssiderea251574	K25554
Ssiderea255653	K09355
Ssiderea198238	K10846
Ssiderea264875	K14772
Ssiderea259571	K24936
Ssiderea256815	K12169
Ssiderea263971	K24723
Ssiderea260102	K14536
Ssiderea233766	K03251
Ssiderea245944	K04501
Ssiderea253672	K08957
Ssiderea353117	K10408
Ssiderea232871	K22755
Ssiderea269260	K14317
Ssiderea237264	K11343
Ssiderea252650	K24936
Ssiderea218841	K09195
Ssiderea253852	K20726
Ssiderea261594	K11254
Ssiderea259842	K12735
Ssiderea258854	K03257
Ssiderea233537	K14638
Ssiderea256109	K08883
Ssiderea247517	K00726
Ssiderea245112	K03845
Ssiderea243046	K01904
Ssiderea171766	K02111
Ssiderea248631	K19499
Ssiderea238514	K10380
Ssiderea268933	K18270
Ssiderea265622	K02599
Ssiderea215824	K19911
Ssiderea243094	K09495
Ssiderea265487	K10404
Ssiderea482350	K05863
Ssiderea261579	K10153
Ssiderea265330	K19464
Ssiderea223072	K18826
Ssiderea493596	K20164
Ssiderea251594	K12319
Ssiderea176467	K23664
Ssiderea259794	K02223
Ssiderea244759	K00873
Ssiderea261898	K05658
Ssiderea220319	K07375
Ssiderea260674	K10626
Ssiderea115773	K01415
Ssiderea240331	K01135
Ssiderea228624	K25421
Ssiderea266861	K06252
Ssiderea267119	K02128
Ssiderea261277	K10397
Ssiderea270794	K07497
Ssiderea245919	K13806
Ssiderea230820	K05871
Ssiderea248215	K24893
Ssiderea252842	K24822
Ssiderea263307	K23705
Ssiderea269889	K24469
Ssiderea258556	K14996
Ssiderea261819	K11699
Ssiderea224922	K00545
Ssiderea260162	K05658
Ssiderea503690	K14572
Ssiderea173292	K01530
Ssiderea259868	K23337
Ssiderea358048	K06767
Ssiderea252907	K08665
Ssiderea264165	K09203
Ssiderea267879	K24354
Ssiderea251672	K12402
Ssiderea254693	K06978
Ssiderea260957	K01301
Ssiderea221516	K13108
Ssiderea260660	K08844
Ssiderea266486	K02146
Ssiderea222008	K04594
Ssiderea229705	K00626
Ssiderea550550	K00485
Ssiderea267828	K15683
Ssiderea256293	K04409
Ssiderea176898	K19269
Ssiderea257207	K14721
Ssiderea236252	K10280
Ssiderea267780	K04967
Ssiderea250891	K11188
Ssiderea264050	K18405
Ssiderea232882	K19527
Ssiderea243421	K14837
Ssiderea249701	K07763
Ssiderea269091	K20473
Ssiderea263969	K05701
Ssiderea248833	K24387
Ssiderea261270	K04988
Ssiderea267054	K17925
Ssiderea256665	K00106
Ssiderea263221	K00875
Ssiderea268830	K15441
Ssiderea259009	K23491
Ssiderea257801	K22314
Ssiderea270085	K22656
Ssiderea270272	K07497
Ssiderea262490	K17815
Ssiderea227169	K10316
Ssiderea261868	K00798
Ssiderea255858	K11824
Ssiderea183927	K23286
Ssiderea240261	K21862
Ssiderea454300	K04605
Ssiderea259645	K14791
Ssiderea265037	K11345
Ssiderea248358	K12035
Ssiderea226180	K10158
Ssiderea270504	K05635
Ssiderea262123	K00901
Ssiderea238366	K15261
Ssiderea437977	K03234
Ssiderea226494	K09554
Ssiderea104656	K24909
Ssiderea252179	K19029
Ssiderea241408	K14778
Ssiderea252520	K16548
Ssiderea233122	K00572
Ssiderea261135	K08003
Ssiderea254531	K01349
Ssiderea255564	K14383
Ssiderea269286	K22262
Ssiderea253450	K20824
Ssiderea571596	K00505
Ssiderea227522	K13912
Ssiderea270552	K08465
Ssiderea255153	K16459
Ssiderea244593	K03686
Ssiderea270667	K19801
Ssiderea240010	K14382
Ssiderea299764	K14572
Ssiderea263391	K06540
Ssiderea265288	K01640
Ssiderea247711	K10249
Ssiderea253887	K07497
Ssiderea118053	K17341
Ssiderea225976	K24469
Ssiderea250877	K25628
Ssiderea245511	K11157
Ssiderea399289	K04950
Ssiderea265082	K04970
Ssiderea249344	K04905
Ssiderea268162	K06236
Ssiderea116497	K08848
Ssiderea251897	K05051
Ssiderea244150	K02183
Ssiderea22750	K03231
Ssiderea255831	K05736
Ssiderea147417	K10891
Ssiderea220933	K01637
Ssiderea243386	K24354
Ssiderea267074	K15436
Ssiderea238043	K15630
Ssiderea261166	K09228
Ssiderea342350	K24936
Ssiderea234850	K01135
Ssiderea268666	K07497
Ssiderea270904	K16481
Ssiderea145707	K19527
Ssiderea254634	K13524
Ssiderea260643	K04679
Ssiderea252869	K01904
Ssiderea152149	K05679
Ssiderea238186	K20865
Ssiderea231271	K07497
Ssiderea47593	K07375
Ssiderea258270	K15429
Ssiderea421355	K08624
Ssiderea189872	K02256
Ssiderea244488	K15186
Ssiderea240463	K24399
Ssiderea249108	K09660
Ssiderea256684	K02320
Ssiderea221917	K05016
Ssiderea253300	K10798
Ssiderea248496	K25856
Ssiderea248640	K19942
Ssiderea234214	K15074
Ssiderea270756	K04705
Ssiderea267138	K09093
Ssiderea232373	K24818
Ssiderea259650	K15170
Ssiderea241475	K00264
Ssiderea260558	K05701
Ssiderea236799	K01324
Ssiderea229534	K12035
Ssiderea467896	K03521
Ssiderea246352	K20795
Ssiderea232480	K08554
Ssiderea251959	K08031
Ssiderea242600	K03424
Ssiderea270929	K07497
Ssiderea246418	K11979
Ssiderea234658	K13217
Ssiderea251841	K08046
Ssiderea234496	K25703
Ssiderea235063	K19682
Ssiderea231666	K24734
Ssiderea574924	K04602
Ssiderea246052	K05312
Ssiderea243877	K01080
Ssiderea261650	K20177
Ssiderea223242	K05330
Ssiderea242109	K04400
Ssiderea249955	K03175
Ssiderea253635	K18437
Ssiderea253009	K11594
Ssiderea243019	K14026
Ssiderea261153	K23699
Ssiderea232742	K09848
Ssiderea268625	K24006
Ssiderea266772	K01965
Ssiderea264271	K01262
Ssiderea131948	K08076
Ssiderea239853	K20051
Ssiderea509252	K01848
Ssiderea176107	K13985
Ssiderea262435	K00939
Ssiderea238850	K25543
Ssiderea267247	K12619
Ssiderea206251	K00472
Ssiderea255606	K08823
Ssiderea222100	K24255
Ssiderea231114	K19384
Ssiderea245317	K01872
Ssiderea237823	K25592
Ssiderea260972	K16537
Ssiderea212989	K17592
Ssiderea248559	K09228
Ssiderea241618	K05126
Ssiderea260074	K24750
Ssiderea271620	K14376
Ssiderea269656	K12319
Ssiderea250397	K04911
Ssiderea261332	K15276
Ssiderea245417	K21841
Ssiderea219623	K13207
Ssiderea222411	K24469
Ssiderea264067	K14311
Ssiderea181362	K17707
Ssiderea257512	K10104
Ssiderea264399	K17973
Ssiderea257604	K18460
Ssiderea253983	K13577
Ssiderea270618	K18592
Ssiderea255713	K16469
Ssiderea218535	K15614
Ssiderea239799	K01136
Ssiderea475008	K02962
Ssiderea241172	K09370
Ssiderea228794	K14998
Ssiderea255414	K07098
Ssiderea258133	K02332
Ssiderea239819	K12669
Ssiderea201426	K02865
Ssiderea106221	K24938
Ssiderea264241	K08622
Ssiderea153589	K18592
Ssiderea252511	K12491
Ssiderea202901	K04885
Ssiderea215183	K20279
Ssiderea268411	K05673
Ssiderea229198	K02901
Ssiderea262886	K07912
Ssiderea238783	K04144
Ssiderea238918	K09848
Ssiderea254979	K17776
Ssiderea251763	K07422
Ssiderea243732	K07376
Ssiderea233966	K17989
Ssiderea267760	K20792
Ssiderea225444	K23490
Ssiderea251091	K14072
Ssiderea554522	K10408
Ssiderea58940	K06560
Ssiderea254404	K11109
Ssiderea162033	K08660
Ssiderea255695	K09289
Ssiderea263118	K16507
Ssiderea213178	K10615
Ssiderea247488	K21767
Ssiderea255646	K09173
Ssiderea256507	K16944
Ssiderea202727	K04362
Ssiderea200465	K11188
Ssiderea257216	K24936
Ssiderea228837	K15837
Ssiderea268253	K10360
Ssiderea260042	K00164
Ssiderea260118	K06766
Ssiderea251062	K05850
Ssiderea233891	K01867
Ssiderea269543	K04650
Ssiderea216099	K18496
Ssiderea228883	K00627
Ssiderea267975	K06666
Ssiderea234446	K02967
Ssiderea270138	K18933
Ssiderea137345	K02732
Ssiderea239660	K05120
Ssiderea571329	K04949
Ssiderea243377	K00273
Ssiderea209938	K10380
Ssiderea227195	K08076
Ssiderea229153	K06626
Ssiderea254776	K11165
Ssiderea261950	K12860
Ssiderea46262	K15113
Ssiderea106544	K02880
Ssiderea232710	K24936
Ssiderea235602	K09571
Ssiderea258745	K11584
Ssiderea256401	K21396
Ssiderea162277	K04600
Ssiderea220391	K05108
Ssiderea246833	K21407
Ssiderea241852	K25730
Ssiderea247747	K16547
Ssiderea266606	K01427
Ssiderea202952	K06247
Ssiderea199653	K01689
Ssiderea236730	K10262
Ssiderea244381	K10405
Ssiderea403502	K20796
Ssiderea251207	K00898
Ssiderea249695	K24891
Ssiderea251410	K23337
Ssiderea257167	K23541
Ssiderea223010	K05673
Ssiderea237926	K00457
Ssiderea229516	K09228
Ssiderea227455	K24431
Ssiderea389882	K01476
Ssiderea105721	K03262
Ssiderea235060	K12309
Ssiderea256899	K25817
Ssiderea265261	K06637
Ssiderea242291	K09561
Ssiderea258378	K15361
Ssiderea258749	K11804
Ssiderea140532	K02608
Ssiderea257223	K20125
Ssiderea253822	K08111
Ssiderea237601	K09848
Ssiderea249195	K11418
Ssiderea265380	K06461
Ssiderea245373	K05635
Ssiderea231425	K22555
Ssiderea190983	K08385
Ssiderea268087	K12857
Ssiderea241597	K24936
Ssiderea242270	K17951
Ssiderea252755	K22291
Ssiderea258369	K10169
Ssiderea254380	K25700
Ssiderea256907	K01647
Ssiderea255193	K15176
Ssiderea259513	K10864
Ssiderea249215	K03028
Ssiderea258095	K11150
Ssiderea246309	K17046
Ssiderea497309	K08202
Ssiderea262578	K25931
Ssiderea246960	K14006
Ssiderea259970	K18207
Ssiderea253016	K24550
Ssiderea244754	K08681
Ssiderea234037	K05312
Ssiderea219667	K25421
Ssiderea266085	K18270
Ssiderea233199	K23293
Ssiderea155937	K19199
Ssiderea252441	K24483
Ssiderea511565	K04919
Ssiderea246256	K09640
Ssiderea234547	K05053
Ssiderea209175	K09069
Ssiderea246997	K15711
Ssiderea247526	K10277
Ssiderea255465	K04443
Ssiderea258497	K25661
Ssiderea270279	K08810
Ssiderea179274	K12815
Ssiderea551997	K02951
Ssiderea257740	K13126
Ssiderea249552	K03509
Ssiderea263518	K13754
Ssiderea260842	K05034
Ssiderea256419	K14003
Ssiderea234319	K21575
Ssiderea253669	K15181
Ssiderea238880	K19373
Ssiderea468011	K02866
Ssiderea230409	K00476
Ssiderea270880	K10408
Ssiderea225373	K04349
Ssiderea238515	K15042
Ssiderea221162	K23893
Ssiderea247176	K01410
Ssiderea241285	K24469
Ssiderea258610	K07466
Ssiderea159553	K24680
Ssiderea257501	K24469
Ssiderea66214	K25412
Ssiderea213462	K22754
Ssiderea265457	K15105
Ssiderea265993	K04348
Ssiderea271857	K07497
Ssiderea260347	K22614
Ssiderea270249	K06236
Ssiderea262861	K19022
Ssiderea260018	K16803
Ssiderea255884	K03902
Ssiderea217202	K17610
Ssiderea198389	K09553
Ssiderea236937	K23222
Ssiderea257210	K14546
Ssiderea268991	K06580
Ssiderea245017	K01052
Ssiderea263936	K09699
Ssiderea234307	K07497
Ssiderea50670	K09673
Ssiderea248889	K24706
Ssiderea221405	K04569
Ssiderea247193	K25129
Ssiderea242641	K00314
Ssiderea267162	K23368
Ssiderea255899	K14307
Ssiderea162983	K10408
Ssiderea237185	K09564
Ssiderea225530	K01315
Ssiderea238418	K18084
Ssiderea223497	K23166
Ssiderea220125	K01379
Ssiderea244742	K04137
Ssiderea253698	K15322
Ssiderea225079	K05128
Ssiderea237782	K10594
Ssiderea260799	K06497
Ssiderea219295	K00505
Ssiderea209882	K16506
Ssiderea252527	K14777
Ssiderea59794	K03648
Ssiderea260537	K03859
Ssiderea264865	K00654
Ssiderea259392	K20135
Ssiderea255079	K19914
Ssiderea271586	K11459
Ssiderea241162	K00552
Ssiderea249203	K10529
Ssiderea242311	K00140
Ssiderea244222	K17391
Ssiderea269738	K20163
Ssiderea234054	K01217
Ssiderea262198	K11848
Ssiderea263042	K11375
Ssiderea256989	K24265
Ssiderea242977	K01510
Ssiderea270591	K24909
Ssiderea245721	K08145
Ssiderea221656	K00940
Ssiderea390819	K03929
Ssiderea262700	K10588
Ssiderea203933	K00789
Ssiderea193612	K02264
Ssiderea525691	K02866
Ssiderea268285	K07923
Ssiderea129486	K08621
Ssiderea265417	K15362
Ssiderea62613	K11404
Ssiderea271698	K05310
Ssiderea270509	K06619
Ssiderea225072	K12823
Ssiderea261207	K16273
Ssiderea166332	K10407
Ssiderea265893	K00637
Ssiderea263183	K06532
Ssiderea271966	K12733
Ssiderea422839	K19526
Ssiderea116828	K11810
Ssiderea141078	K04887
Ssiderea267802	K15502
Ssiderea240541	K12607
Ssiderea234176	K06129
Ssiderea262025	K14286
Ssiderea215741	K17592
Ssiderea227113	K06560
Ssiderea247896	K04978
Ssiderea260402	K13369
Ssiderea260545	K04464
Ssiderea240180	K08766
Ssiderea245604	K12197
Ssiderea191488	K01301
Ssiderea251731	K05656
Ssiderea351833	K02940
Ssiderea264800	K01611
Ssiderea227394	K04195
Ssiderea256935	K26187
Ssiderea262870	K00121
Ssiderea369566	K04919
Ssiderea211305	K14072
Ssiderea261992	K13194
Ssiderea230034	K00318
Ssiderea266229	K10402
Ssiderea236326	K04603
Ssiderea235299	K24936
Ssiderea267888	K04142
Ssiderea238598	K14795
Ssiderea253929	K01298
Ssiderea258243	K26219
Ssiderea268591	K19600
Ssiderea139272	K14453
Ssiderea253589	K21456
Ssiderea243099	K14716
Ssiderea270292	K04523
Ssiderea242041	K07937
Ssiderea45092	K06252
Ssiderea247916	K17776
Ssiderea236401	K10089
Ssiderea269275	K17987
Ssiderea269455	K22125
Ssiderea257273	K01681
Ssiderea267431	K24734
Ssiderea220639	K07409
Ssiderea248829	K05692
Ssiderea239050	K20649
Ssiderea247681	K00710
Ssiderea254970	K21415
Ssiderea268799	K09097
Ssiderea234679	K10380
