Siderastrea_08840	K02997
Siderastrea_03273	K08517
Siderastrea_16646	K16743
Siderastrea_13150	K10471
Siderastrea_01472	K19676
Siderastrea_10253	K06269
Siderastrea_11270	K10408
Siderastrea_10749	K00871
Siderastrea_18666	K09533
Siderastrea_14355	K19525
Siderastrea_07872	K00688
Siderastrea_10199	K10329
Siderastrea_09610	K05236
Siderastrea_11691	K21989
Siderastrea_01016	K12657
Siderastrea_08475	K03347
Siderastrea_08916	K15261
Siderastrea_15564	K16474
Siderastrea_00859	K02327
Siderastrea_14942	K00933
Siderastrea_11595	K15425
Siderastrea_14938	K11374
Siderastrea_04549	K04536
Siderastrea_16369	K00135
Siderastrea_00895	K15263
Siderastrea_17218	K01019
Siderastrea_01902	K00626
Siderastrea_01230	K12604
Siderastrea_12458	K23491
Siderastrea_14377	K04989
Siderastrea_11401	K10408
Siderastrea_13694	K17914
Siderastrea_17366	K01873
Siderastrea_13491	K10594
Siderastrea_15727	K07893
Siderastrea_15328	K05051
Siderastrea_10937	K12822
Siderastrea_02303	K15837
Siderastrea_12108	K11319
Siderastrea_18132	K18461
Siderastrea_11268	K22285
Siderastrea_13498	K14016
Siderastrea_14540	K18598
Siderastrea_08626	K11853
Siderastrea_02012	K05864
Siderastrea_11083	K10590
Siderastrea_13796	K09498
Siderastrea_18174	K22078
Siderastrea_07913	K17080
Siderastrea_15607	K08052
Siderastrea_11412	K00333
Siderastrea_03664	K01880
Siderastrea_18497	K09523
Siderastrea_02516	K21442
Siderastrea_09736	K01267
Siderastrea_13703	K20303
Siderastrea_06044	K09291
Siderastrea_13479	K10413
Siderastrea_16755	K09224
Siderastrea_16541	K04905
Siderastrea_10558	K07410
Siderastrea_01203	K15901
Siderastrea_08568	K04946
Siderastrea_08716	K15185
Siderastrea_11650	K17043
Siderastrea_01052	K02934
Siderastrea_07755	K10400
Siderastrea_17150	K05955
Siderastrea_01519	K02936
Siderastrea_01885	K00771
Siderastrea_15381	K22755
Siderastrea_14528	K02958
Siderastrea_07938	K11840
Siderastrea_14332	K00814
Siderastrea_13666	K20473
Siderastrea_07977	K01885
Siderastrea_04519	K00830
Siderastrea_01228	K03125
Siderastrea_11034	K00232
Siderastrea_10185	K04630
Siderastrea_02671	K10592
Siderastrea_02242	K10454
Siderastrea_10298	K11839
Siderastrea_10093	K15595
Siderastrea_14148	K18486
Siderastrea_00469	K11504
Siderastrea_16324	K04240
Siderastrea_14873	K07497
Siderastrea_05373	K23562
Siderastrea_17254	K01724
Siderastrea_08208	K24174
Siderastrea_08675	K17592
Siderastrea_14309	K06240
Siderastrea_16457	K21863
Siderastrea_02038	K00820
Siderastrea_09882	K23325
Siderastrea_06204	K22156
Siderastrea_06744	K10581
Siderastrea_12744	K24426
Siderastrea_11942	K10396
Siderastrea_15111	K11251
Siderastrea_13699	K12182
Siderastrea_03494	K10758
Siderastrea_03082	K12435
Siderastrea_03249	K04530
Siderastrea_13815	K20877
Siderastrea_05611	K08876
Siderastrea_16338	K00993
Siderastrea_04123	K10356
Siderastrea_07873	K09107
Siderastrea_11886	K00213
Siderastrea_13182	K07817
Siderastrea_09749	K06254
Siderastrea_17712	K15438
Siderastrea_04908	K09228
Siderastrea_05794	K07204
Siderastrea_16732	K01620
Siderastrea_01668	K24183
Siderastrea_10445	K05398
Siderastrea_11824	K03130
Siderastrea_08735	K04634
Siderastrea_16167	K22754
Siderastrea_16282	K03251
Siderastrea_01275	K17600
Siderastrea_14126	K17916
Siderastrea_11143	K25768
Siderastrea_02158	K13203
Siderastrea_02322	K01555
Siderastrea_14533	K03243
Siderastrea_02973	K10455
Siderastrea_15620	K12198
Siderastrea_00048	K01873
Siderastrea_17365	K04456
Siderastrea_07617	K17963
Siderastrea_14441	K23922
Siderastrea_13640	K14326
Siderastrea_09193	K07752
Siderastrea_15754	K11262
Siderastrea_19072	K18055
Siderastrea_03418	K22765
Siderastrea_06738	K14327
Siderastrea_12657	K08864
Siderastrea_07779	K08896
Siderastrea_12961	K24464
Siderastrea_19246	K04646
Siderastrea_15024	K15261
Siderastrea_04727	K14837
Siderastrea_02223	K08873
Siderastrea_14733	K24223
Siderastrea_09022	K16669
Siderastrea_18117	K14437
Siderastrea_14477	K03883
Siderastrea_02389	K03006
Siderastrea_02091	K25168
Siderastrea_17061	K03847
Siderastrea_07399	K18443
Siderastrea_10672	K12811
Siderastrea_13376	K06058
Siderastrea_18317	K17849
Siderastrea_13221	K19498
Siderastrea_08518	K05641
Siderastrea_03971	K02366
Siderastrea_10416	K01836
Siderastrea_09011	K04974
Siderastrea_12076	K14445
Siderastrea_03078	K11843
Siderastrea_14487	K22754
Siderastrea_02657	K06699
Siderastrea_06702	K04612
Siderastrea_11779	K02979
Siderastrea_13725	K03175
Siderastrea_11906	K20465
Siderastrea_11428	K14376
Siderastrea_05763	K07497
Siderastrea_04719	K02154
Siderastrea_07836	K24729
Siderastrea_10994	K10691
Siderastrea_17761	K20520
Siderastrea_13882	K04536
Siderastrea_05487	K04887
Siderastrea_16970	K00851
Siderastrea_13007	K04162
Siderastrea_13424	K04344
Siderastrea_18618	K17917
Siderastrea_04116	K06095
Siderastrea_14235	K23049
Siderastrea_16472	K08830
Siderastrea_00058	K07378
Siderastrea_13758	K01301
Siderastrea_10040	K00907
Siderastrea_15366	K10359
Siderastrea_04173	K05695
Siderastrea_15359	K03456
Siderastrea_01733	K13137
Siderastrea_15946	K05740
Siderastrea_03647	K10637
Siderastrea_01958	K02868
Siderastrea_01302	K10457
Siderastrea_08672	K16811
Siderastrea_17416	K11655
Siderastrea_18942	K06558
Siderastrea_14857	K22128
Siderastrea_14472	K02950
Siderastrea_13636	K21988
Siderastrea_17279	K04428
Siderastrea_08370	K02332
Siderastrea_12767	K05044
Siderastrea_08803	K19914
Siderastrea_06209	K14288
Siderastrea_17133	K00797
Siderastrea_01784	K23342
Siderastrea_14672	K10362
Siderastrea_14224	K07755
Siderastrea_06132	K09172
Siderastrea_12410	K08633
Siderastrea_00160	K02951
Siderastrea_07723	K18592
Siderastrea_13738	K00164
Siderastrea_10392	K01001
Siderastrea_06784	K04533
Siderastrea_12370	K15340
Siderastrea_17931	K23845
Siderastrea_09957	K18419
Siderastrea_05913	K01359
Siderastrea_18564	K13342
Siderastrea_06838	K07752
Siderastrea_07508	K05313
Siderastrea_07484	K05864
Siderastrea_17723	K11583
Siderastrea_09475	K17300
Siderastrea_15823	K20403
Siderastrea_06778	K16745
Siderastrea_18900	K24936
Siderastrea_00623	K03934
Siderastrea_18841	K19911
Siderastrea_11162	K06240
Siderastrea_14032	K13159
Siderastrea_15047	K07944
Siderastrea_18630	K17894
Siderastrea_00131	K01969
Siderastrea_06768	K06093
Siderastrea_15226	K24936
Siderastrea_04930	K17592
Siderastrea_06060	K00901
Siderastrea_04314	K09486
Siderastrea_17191	K18201
Siderastrea_02214	K01183
Siderastrea_08751	K05673
Siderastrea_18852	K24422
Siderastrea_11747	K02374
Siderastrea_09919	K20858
Siderastrea_16748	K02366
Siderastrea_15515	K01537
Siderastrea_00387	K12321
Siderastrea_17842	K06240
Siderastrea_13237	K02599
Siderastrea_05156	K09039
Siderastrea_09680	K11188
Siderastrea_14601	K14611
Siderastrea_12940	K07440
Siderastrea_09558	K10408
Siderastrea_08389	K23538
Siderastrea_06621	K03798
Siderastrea_14294	K17494
Siderastrea_05714	K04705
Siderastrea_14198	K12896
Siderastrea_12573	K17686
Siderastrea_09597	K10408
Siderastrea_18305	K09382
Siderastrea_09473	K23643
Siderastrea_13309	K23860
Siderastrea_00867	K09611
Siderastrea_03226	K01206
Siderastrea_15161	K02882
Siderastrea_14890	K09373
Siderastrea_02507	K14327
Siderastrea_01613	K00382
Siderastrea_04966	K24927
Siderastrea_17662	K10360
Siderastrea_00257	K15693
Siderastrea_05591	K10755
Siderastrea_18285	K25533
Siderastrea_16368	K02145
Siderastrea_04583	K15502
Siderastrea_00742	K12035
Siderastrea_17296	K19476
Siderastrea_17913	K00565
Siderastrea_14970	K13807
Siderastrea_10087	K07521
Siderastrea_15838	K05681
Siderastrea_06056	K13412
Siderastrea_03631	K19527
Siderastrea_03429	K05680
Siderastrea_12696	K09291
Siderastrea_15798	K12396
Siderastrea_03932	K21988
Siderastrea_00267	K04600
Siderastrea_09691	K01903
Siderastrea_05127	K03099
Siderastrea_09498	K24978
Siderastrea_09221	K19036
Siderastrea_13097	K14382
Siderastrea_02383	K22383
Siderastrea_03073	K00699
Siderastrea_00250	K10408
Siderastrea_15286	K05734
Siderastrea_18127	K07497
Siderastrea_16327	K05592
Siderastrea_00315	K08291
Siderastrea_09306	K00106
Siderastrea_07187	K16675
Siderastrea_00818	K05673
Siderastrea_09977	K12875
Siderastrea_17396	K22078
Siderastrea_12561	K18752
Siderastrea_16680	K04598
Siderastrea_06191	K15178
Siderastrea_00157	K10408
Siderastrea_09584	K12837
Siderastrea_01785	K00266
Siderastrea_13053	K24512
Siderastrea_04466	K11161
Siderastrea_14258	K04828
Siderastrea_01369	K25100
Siderastrea_01579	K04990
Siderastrea_18029	K11843
Siderastrea_13085	K16288
Siderastrea_03629	K00544
Siderastrea_06258	K22866
Siderastrea_16536	K12891
Siderastrea_11951	K15255
Siderastrea_12255	K06961
Siderastrea_14015	K08059
Siderastrea_02820	K15292
Siderastrea_10699	K10408
Siderastrea_03986	K22815
Siderastrea_01469	K05285
Siderastrea_17629	K23961
Siderastrea_12759	K07497
Siderastrea_05777	K06240
Siderastrea_16382	K00789
Siderastrea_07636	K18134
Siderastrea_10652	K12818
Siderastrea_07127	K13179
Siderastrea_03492	K00602
Siderastrea_14958	K03209
Siderastrea_09627	K05681
Siderastrea_13804	K22370
Siderastrea_15805	K14970
Siderastrea_06582	K20526
Siderastrea_11579	K23951
Siderastrea_02640	K17570
Siderastrea_17492	K03953
Siderastrea_03670	K20875
Siderastrea_09261	K01520
Siderastrea_12917	K17492
Siderastrea_18542	K20493
Siderastrea_03366	K13186
Siderastrea_05640	K17293
Siderastrea_15528	K06580
Siderastrea_05095	K10443
Siderastrea_14099	K09228
Siderastrea_09715	K23714
Siderastrea_05250	K19947
Siderastrea_11008	K16685
Siderastrea_12786	K19491
Siderastrea_03734	K01049
Siderastrea_16280	K00232
Siderastrea_16964	K22210
Siderastrea_18688	K01955
Siderastrea_04396	K00968
Siderastrea_17375	K00940
Siderastrea_05756	K18598
Siderastrea_10755	K18465
Siderastrea_08075	K14007
Siderastrea_10004	K16458
Siderastrea_13102	K11429
Siderastrea_04242	K00784
Siderastrea_01081	K16669
Siderastrea_04154	K12584
Siderastrea_09081	K01050
Siderastrea_05952	K19949
Siderastrea_05059	K10455
Siderastrea_05609	K08333
Siderastrea_14166	K08054
Siderastrea_00686	K11349
Siderastrea_01547	K11131
Siderastrea_09698	K16482
Siderastrea_01440	K01880
Siderastrea_07591	K11088
Siderastrea_15000	K25700
Siderastrea_04623	K13239
Siderastrea_17884	K15172
Siderastrea_10039	K08132
Siderastrea_12387	K13710
Siderastrea_02075	K22985
Siderastrea_00875	K02144
Siderastrea_01555	K07292
Siderastrea_18789	K12842
Siderastrea_08726	K08815
Siderastrea_07443	K12826
Siderastrea_07266	K04854
Siderastrea_02935	K11583
Siderastrea_11924	K01431
Siderastrea_18169	K03347
Siderastrea_00646	K12599
Siderastrea_07713	K11338
Siderastrea_13653	K06754
Siderastrea_07366	K04634
Siderastrea_17819	K05665
Siderastrea_03251	K00921
Siderastrea_15388	K12171
Siderastrea_02748	K17457
Siderastrea_13386	K24054
Siderastrea_02724	K07497
Siderastrea_07701	K16288
Siderastrea_17076	K05673
Siderastrea_00081	K01179
Siderastrea_07925	K00597
Siderastrea_10594	K25168
Siderastrea_06449	K11699
Siderastrea_08244	K22790
Siderastrea_14630	K10413
Siderastrea_14639	K19636
Siderastrea_05404	K24936
Siderastrea_09404	K10408
Siderastrea_18956	K04615
Siderastrea_03292	K08049
Siderastrea_15530	K13412
Siderastrea_07814	K24936
Siderastrea_11503	K08548
Siderastrea_04676	K18798
Siderastrea_15936	K01262
Siderastrea_01487	K07611
Siderastrea_05230	K01733
Siderastrea_05025	K07562
Siderastrea_04505	K00006
Siderastrea_09528	K15717
Siderastrea_18387	K19721
Siderastrea_10723	K10799
Siderastrea_09126	K05666
Siderastrea_05875	K07441
Siderastrea_10315	K23342
Siderastrea_02883	K05850
Siderastrea_08547	K07375
Siderastrea_06145	K06129
Siderastrea_07667	K20630
Siderastrea_06719	K22128
Siderastrea_11335	K14685
Siderastrea_15616	K10753
Siderastrea_06415	K17617
Siderastrea_06004	K18202
Siderastrea_11632	K07379
Siderastrea_14497	K01875
Siderastrea_18429	K21068
Siderastrea_07384	K04887
Siderastrea_09922	K23362
Siderastrea_01298	K16506
Siderastrea_10440	K04287
Siderastrea_18340	K09534
Siderastrea_06331	K16550
Siderastrea_16118	K15084
Siderastrea_11698	K19527
Siderastrea_06096	K24369
Siderastrea_19146	K00626
Siderastrea_16723	K12350
Siderastrea_04327	K23568
Siderastrea_05586	K03068
Siderastrea_07113	K02998
Siderastrea_17469	K13752
Siderastrea_17814	K07375
Siderastrea_03484	K14354
Siderastrea_03037	K10153
Siderastrea_10246	K15633
Siderastrea_11585	K02105
Siderastrea_02280	K23957
Siderastrea_04692	K07874
Siderastrea_18157	K00750
Siderastrea_01474	K03514
Siderastrea_08814	K04364
Siderastrea_07970	K04857
Siderastrea_14558	K24155
Siderastrea_16630	K04967
Siderastrea_00014	K12898
Siderastrea_11933	K03032
Siderastrea_17325	K10408
Siderastrea_06986	K01745
Siderastrea_10584	K12309
Siderastrea_18579	K01206
Siderastrea_03094	K07497
Siderastrea_11874	K02105
Siderastrea_10764	K08863
Siderastrea_11487	K04511
Siderastrea_05925	K00907
Siderastrea_08563	K23234
Siderastrea_02127	K20072
Siderastrea_10604	K17936
Siderastrea_08722	K10587
Siderastrea_18695	K06754
Siderastrea_07899	K13412
Siderastrea_16439	K13506
Siderastrea_11282	K11975
Siderastrea_01819	K07870
Siderastrea_09385	K05691
Siderastrea_16275	K14004
Siderastrea_06516	K08670
Siderastrea_15588	K06672
Siderastrea_14907	K04648
Siderastrea_09988	K01528
Siderastrea_14053	K03593
Siderastrea_15518	K04712
Siderastrea_07415	K24509
Siderastrea_15455	K22078
Siderastrea_06197	K08375
Siderastrea_16099	K04986
Siderastrea_18039	K04497
Siderastrea_18456	K00544
Siderastrea_12231	K00654
Siderastrea_09961	K09490
Siderastrea_14467	K10408
Siderastrea_02481	K06270
Siderastrea_18549	K06674
Siderastrea_04814	K16289
Siderastrea_12843	K19198
Siderastrea_17588	K24536
Siderastrea_08318	K12132
Siderastrea_16331	K03320
Siderastrea_05079	K01530
Siderastrea_00701	K10369
Siderastrea_16263	K25727
Siderastrea_02729	K23342
Siderastrea_08729	K10408
Siderastrea_06523	K21763
Siderastrea_10252	K05126
Siderastrea_09462	K01835
Siderastrea_12892	K00106
Siderastrea_12364	K12662
Siderastrea_02648	K13201
Siderastrea_18223	K08074
Siderastrea_09267	K12854
Siderastrea_02044	K00500
Siderastrea_15014	K14209
Siderastrea_10546	K09326
Siderastrea_12869	K14021
Siderastrea_17235	K06642
Siderastrea_11682	K01349
Siderastrea_16065	K14693
Siderastrea_16316	K08873
Siderastrea_11424	K17497
Siderastrea_08035	K00444
Siderastrea_12842	K08844
Siderastrea_03833	K07497
Siderastrea_08799	K02325
Siderastrea_04137	K03124
Siderastrea_12614	K07190
Siderastrea_01986	K05181
Siderastrea_09206	K01769
Siderastrea_01237	K00019
Siderastrea_01852	K15293
Siderastrea_13502	K13296
Siderastrea_13402	K24936
Siderastrea_14921	K24550
Siderastrea_13880	K06766
Siderastrea_02652	K09866
Siderastrea_18099	K14692
Siderastrea_14722	K00777
Siderastrea_18329	K20369
Siderastrea_04004	K00408
Siderastrea_01467	K12824
Siderastrea_03197	K07497
Siderastrea_16335	K00710
Siderastrea_13431	K24891
Siderastrea_13042	K01534
Siderastrea_17866	K07497
Siderastrea_07673	K03386
Siderastrea_14659	K24254
Siderastrea_09948	K21862
Siderastrea_02798	K04892
Siderastrea_10648	K17690
Siderastrea_18211	K06532
Siderastrea_02148	K18740
Siderastrea_18721	K04411
Siderastrea_00053	K17570
Siderastrea_06030	K07497
Siderastrea_09712	K07374
Siderastrea_02376	K01958
Siderastrea_15222	K04039
Siderastrea_14648	K06114
Siderastrea_01644	K25401
Siderastrea_09631	K06826
Siderastrea_05211	K15105
Siderastrea_05497	K06634
Siderastrea_02628	K01952
Siderastrea_02271	K18660
Siderastrea_09518	K13577
Siderastrea_16658	K10442
Siderastrea_13161	K06027
Siderastrea_08373	K19949
Siderastrea_01358	K04223
Siderastrea_00060	K01301
Siderastrea_02365	K25700
Siderastrea_03769	K19196
Siderastrea_14075	K15791
Siderastrea_09898	K00953
Siderastrea_07193	K01555
Siderastrea_01421	K24309
Siderastrea_09166	K07497
Siderastrea_08323	K22747
Siderastrea_02952	K23114
Siderastrea_05165	K21852
Siderastrea_07056	K15381
Siderastrea_19233	K19678
Siderastrea_03283	K16469
Siderastrea_18981	K12348
Siderastrea_04332	K15501
Siderastrea_13763	K02320
Siderastrea_01797	K13201
Siderastrea_02289	K10587
Siderastrea_17631	K07497
Siderastrea_06952	K23424
Siderastrea_08138	K10408
Siderastrea_16926	K25826
Siderastrea_18208	K09391
Siderastrea_08464	K03173
Siderastrea_05976	K18888
Siderastrea_07892	K18050
Siderastrea_03254	K12751
Siderastrea_02395	K14007
Siderastrea_06294	K11647
Siderastrea_07016	K01948
Siderastrea_03924	K09527
Siderastrea_19269	K06888
Siderastrea_08926	K10356
Siderastrea_06564	K02729
Siderastrea_14063	K02156
Siderastrea_04451	K11275
Siderastrea_15985	K03768
Siderastrea_09617	K01379
Siderastrea_00903	K07752
Siderastrea_03118	K04392
Siderastrea_10668	K04077
Siderastrea_05815	K24335
Siderastrea_13056	K07193
Siderastrea_14492	K11986
Siderastrea_02732	K01408
Siderastrea_09757	K11447
Siderastrea_01419	K07515
Siderastrea_14011	K10408
Siderastrea_18641	K03021
Siderastrea_03394	K11757
Siderastrea_15316	K15175
Siderastrea_09910	K07497
Siderastrea_04255	K24936
Siderastrea_02817	K00624
Siderastrea_18316	K01968
Siderastrea_06103	K22656
Siderastrea_14775	K20308
Siderastrea_08001	K11154
Siderastrea_10980	K17302
Siderastrea_04284	K24064
Siderastrea_13834	K06030
Siderastrea_18238	K10478
Siderastrea_19064	K08333
Siderastrea_11216	K10408
Siderastrea_11835	K12854
Siderastrea_04320	K02577
Siderastrea_09837	K14011
Siderastrea_09168	K08375
Siderastrea_01385	K00027
Siderastrea_05333	K09656
Siderastrea_16013	K05673
Siderastrea_04838	K15176
Siderastrea_00153	K01395
Siderastrea_12598	K16687
Siderastrea_17427	K12176
Siderastrea_12244	K03441
Siderastrea_08931	K12823
Siderastrea_18040	K18050
Siderastrea_08337	K08568
Siderastrea_00237	K03877
Siderastrea_16258	K12598
Siderastrea_16444	K16461
Siderastrea_05244	K00019
Siderastrea_14846	K20346
Siderastrea_09500	K24155
Siderastrea_03920	K03125
Siderastrea_16622	K00548
Siderastrea_11859	K00710
Siderastrea_09009	K17577
Siderastrea_12584	K21554
Siderastrea_02563	K08132
Siderastrea_09903	K06221
Siderastrea_05387	K15192
Siderastrea_18794	K07573
Siderastrea_02268	K04632
Siderastrea_05197	K10408
Siderastrea_17965	K11367
Siderastrea_14317	K18405
Siderastrea_13359	K10956
Siderastrea_14537	K06232
Siderastrea_13331	K07497
Siderastrea_13321	K12231
Siderastrea_01768	K11436
Siderastrea_11603	K13254
Siderastrea_18505	K01495
Siderastrea_18259	K15616
Siderastrea_10218	K14765
Siderastrea_05844	K05330
Siderastrea_10769	K11536
Siderastrea_10421	K04515
Siderastrea_11667	K00809
Siderastrea_12716	K21437
Siderastrea_11261	K12825
Siderastrea_03850	K22128
Siderastrea_18055	K24048
Siderastrea_00950	K10408
Siderastrea_06594	K05665
Siderastrea_11158	K05757
Siderastrea_12568	K02703
Siderastrea_12166	K10380
Siderastrea_08513	K16583
Siderastrea_09687	K11187
Siderastrea_01835	K01469
Siderastrea_01966	K06107
Siderastrea_13599	K19328
Siderastrea_09414	K24523
Siderastrea_14427	K03948
Siderastrea_05273	K06174
Siderastrea_07762	K09267
Siderastrea_09290	K15266
Siderastrea_18484	K12873
Siderastrea_00310	K12856
Siderastrea_00170	K05312
Siderastrea_11437	K11136
Siderastrea_00914	K05681
Siderastrea_15768	K20795
Siderastrea_00771	K20223
Siderastrea_04382	K19684
Siderastrea_10116	K00161
Siderastrea_18354	K23318
Siderastrea_06552	K00235
Siderastrea_11852	K02355
Siderastrea_09875	K01889
Siderastrea_14042	K14864
Siderastrea_08807	K06091
Siderastrea_05437	K06753
Siderastrea_03585	K08548
Siderastrea_06219	K24739
Siderastrea_16769	K16579
Siderastrea_18751	K24155
Siderastrea_07135	K03627
Siderastrea_04477	K17605
Siderastrea_02112	K01915
Siderastrea_13631	K11886
Siderastrea_15310	K15175
Siderastrea_17655	K12882
Siderastrea_10501	K12825
Siderastrea_14748	K04644
Siderastrea_05008	K09662
Siderastrea_05804	K10457
Siderastrea_01770	K07369
Siderastrea_10245	K08045
Siderastrea_17613	K06230
Siderastrea_15996	K03006
Siderastrea_10707	K11840
Siderastrea_00167	K03902
Siderastrea_02443	K02377
Siderastrea_14963	K18422
Siderastrea_11155	K00910
Siderastrea_06948	K15074
Siderastrea_05383	K16332
Siderastrea_12825	K13985
Siderastrea_15840	K10104
Siderastrea_06854	K10408
Siderastrea_06118	K12616
Siderastrea_10746	K07497
Siderastrea_12440	K10408
Siderastrea_16081	K21440
Siderastrea_17993	K09228
Siderastrea_08137	K15103
Siderastrea_04854	K06672
Siderastrea_08098	K22125
Siderastrea_17726	K09250
Siderastrea_12799	K08664
Siderastrea_01685	K05642
Siderastrea_06086	K15274
Siderastrea_10801	K25100
Siderastrea_12750	K10660
Siderastrea_00755	K15449
Siderastrea_08838	K17975
Siderastrea_10006	K10593
Siderastrea_15306	K04698
Siderastrea_02477	K06252
Siderastrea_00219	K25207
Siderastrea_14384	K08810
Siderastrea_15204	K05410
Siderastrea_13926	K12375
Siderastrea_05601	K21596
Siderastrea_16887	K08770
Siderastrea_09769	K11204
Siderastrea_08233	K10408
Siderastrea_00567	K09500
Siderastrea_12705	K01887
Siderastrea_12299	K01052
Siderastrea_05870	K13763
Siderastrea_15497	K14841
Siderastrea_12000	K09536
Siderastrea_13276	K15837
Siderastrea_08175	K10595
Siderastrea_08617	K12491
Siderastrea_18627	K17589
Siderastrea_03465	K07375
Siderastrea_09587	K02870
Siderastrea_14718	K00700
Siderastrea_14122	K10704
Siderastrea_01998	K04988
Siderastrea_07821	K00616
Siderastrea_02106	K19755
Siderastrea_01653	K01930
Siderastrea_15079	K08873
Siderastrea_08201	K00910
Siderastrea_05935	K12318
Siderastrea_13159	K05658
Siderastrea_06429	K14809
Siderastrea_12816	K12847
Siderastrea_15349	K02885
Siderastrea_09682	K09577
Siderastrea_12962	K01756
Siderastrea_15335	K09500
Siderastrea_01670	K01764
Siderastrea_16704	K05125
Siderastrea_11672	K15272
Siderastrea_08360	K12200
Siderastrea_11728	K16506
Siderastrea_03237	K20473
Siderastrea_05647	K00013
Siderastrea_04618	K14966
Siderastrea_13950	K09228
Siderastrea_07216	K14415
Siderastrea_13864	K10611
Siderastrea_10871	K06816
Siderastrea_08112	K17610
Siderastrea_08216	K17981
Siderastrea_14988	K24814
Siderastrea_09955	K05699
Siderastrea_17001	K08202
Siderastrea_05047	K24996
Siderastrea_01889	K24185
Siderastrea_15787	K04628
Siderastrea_17400	K09640
Siderastrea_16980	K07497
Siderastrea_14083	K07497
Siderastrea_14321	K12605
Siderastrea_02195	K06927
Siderastrea_10020	K12405
Siderastrea_00297	K11518
Siderastrea_02412	K14650
Siderastrea_17141	K03032
Siderastrea_16577	K10866
Siderastrea_04347	K01493
Siderastrea_04287	K13298
Siderastrea_03714	K06961
Siderastrea_03236	K17930
Siderastrea_02522	K12396
Siderastrea_11753	K07497
Siderastrea_17982	K10691
Siderastrea_16785	K12604
Siderastrea_09345	K05766
Siderastrea_05186	K17598
Siderastrea_05733	K07752
Siderastrea_16406	K04354
Siderastrea_12518	K15113
Siderastrea_15032	K09634
Siderastrea_11102	K05110
Siderastrea_03005	K22766
Siderastrea_07092	K10594
Siderastrea_16513	K06699
Siderastrea_08705	K24642
Siderastrea_00574	K25554
Siderastrea_15869	K01306
Siderastrea_09886	K02541
Siderastrea_15956	K09644
Siderastrea_04655	K17436
Siderastrea_07661	K18204
Siderastrea_10167	K01255
Siderastrea_01256	K14735
Siderastrea_05989	K06271
Siderastrea_02699	K08498
Siderastrea_11547	K14408
Siderastrea_10621	K05011
Siderastrea_05572	K18598
Siderastrea_00365	K03873
Siderastrea_05308	K24029
Siderastrea_17848	K14163
Siderastrea_16050	K10595
Siderastrea_17344	K17570
Siderastrea_14853	K14950
Siderastrea_08754	K22910
Siderastrea_11417	K06252
Siderastrea_02228	K19525
Siderastrea_00497	K14453
Siderastrea_18567	K00274
Siderastrea_04352	K23663
Siderastrea_10180	K14848
Siderastrea_02275	K03246
Siderastrea_03183	K15544
Siderastrea_10987	K19367
Siderastrea_05772	K03178
Siderastrea_01513	K10746
Siderastrea_04459	K06070
Siderastrea_02804	K06184
Siderastrea_08118	K03066
Siderastrea_07752	K10443
Siderastrea_11108	K24230
Siderastrea_06521	K01855
Siderastrea_00302	K03255
Siderastrea_01438	K08065
Siderastrea_01164	K09230
Siderastrea_05016	K10296
Siderastrea_08287	K18266
Siderastrea_12256	K13139
Siderastrea_16603	K07497
Siderastrea_08341	K10408
Siderastrea_13166	K25636
Siderastrea_16485	K22558
Siderastrea_15654	K09657
Siderastrea_12953	K22754
Siderastrea_18396	K09267
Siderastrea_05674	K04353
Siderastrea_17024	K14326
Siderastrea_05943	K12035
Siderastrea_15978	K03103
Siderastrea_19076	K17689
Siderastrea_04611	K20704
Siderastrea_00429	K05723
Siderastrea_00020	K02967
Siderastrea_00561	K23729
Siderastrea_08697	K13525
Siderastrea_00102	K14836
Siderastrea_04167	K14006
Siderastrea_03107	K03514
Siderastrea_03026	K11141
Siderastrea_00933	K04606
Siderastrea_07963	K11485
Siderastrea_01380	K04364
Siderastrea_19116	K06265
Siderastrea_11046	K11292
Siderastrea_11225	K05093
Siderastrea_03853	K00849
Siderastrea_10239	K00923
Siderastrea_13886	K03006
Siderastrea_10489	K17551
Siderastrea_07577	K05673
Siderastrea_08157	K00235
Siderastrea_02109	K05613
Siderastrea_12682	K20405
Siderastrea_08587	K09553
Siderastrea_03643	K05726
Siderastrea_15488	K24015
Siderastrea_05810	K14791
Siderastrea_02224	K13168
Siderastrea_08101	K01359
Siderastrea_14866	K11093
Siderastrea_13108	K17458
Siderastrea_07108	K05127
Siderastrea_06828	K08842
Siderastrea_08910	K04659
Siderastrea_13116	K03456
Siderastrea_17336	K09503
Siderastrea_08406	K07497
Siderastrea_02644	K09228
Siderastrea_06556	K16497
Siderastrea_17786	K04638
Siderastrea_18092	K10408
Siderastrea_01858	K23380
Siderastrea_06821	K01613
Siderastrea_08738	K12393
Siderastrea_07679	K07497
Siderastrea_12498	K03424
Siderastrea_12809	K07497
Siderastrea_10282	K13696
Siderastrea_12374	K17570
Siderastrea_01956	K04527
Siderastrea_14521	K06675
Siderastrea_19143	K05849
Siderastrea_06880	K11251
Siderastrea_15404	K24741
Siderastrea_09128	K09355
Siderastrea_11882	K19676
Siderastrea_09694	K11837
Siderastrea_07918	K09606
Siderastrea_04337	K10414
Siderastrea_16523	K13807
Siderastrea_05241	K23728
Siderastrea_16468	K10397
Siderastrea_19046	K19495
Siderastrea_03549	K07209
Siderastrea_18274	K04514
Siderastrea_05022	K22804
Siderastrea_14666	K24205
