Ssiderea30_c0_seq1	Ssiderea30
Ssiderea252294_c0_seq1	Ssiderea252294
Ssiderea252296_c0_seq1	Ssiderea252296
Ssiderea252296_c0_seq2	Ssiderea252296
Ssiderea252296_c0_seq5	Ssiderea252296
Ssiderea252296_c0_seq8	Ssiderea252296
Ssiderea252298_c0_seq1	Ssiderea252298
Ssiderea252298_c0_seq2	Ssiderea252298
Ssiderea252302_c0_seq1	Ssiderea252302
Ssiderea252302_c0_seq4	Ssiderea252302
Ssiderea252302_c1_seq1	Ssiderea252302
Ssiderea252302_c1_seq2	Ssiderea252302
Ssiderea252303_c0_seq1	Ssiderea252303
Ssiderea252303_c0_seq2	Ssiderea252303
Ssiderea252303_c0_seq3	Ssiderea252303
Ssiderea252303_c0_seq4	Ssiderea252303
Ssiderea252303_c0_seq5	Ssiderea252303
Ssiderea252304_c0_seq3	Ssiderea252304
Ssiderea252307_c0_seq1	Ssiderea252307
Ssiderea252307_c0_seq2	Ssiderea252307
Ssiderea252307_c0_seq5	Ssiderea252307
Ssiderea252311_c0_seq1	Ssiderea252311
Ssiderea252311_c0_seq2	Ssiderea252311
Ssiderea252311_c0_seq5	Ssiderea252311
Ssiderea252315_c0_seq1	Ssiderea252315
Ssiderea252315_c0_seq2	Ssiderea252315
Ssiderea252315_c0_seq3	Ssiderea252315
Ssiderea252315_c0_seq4	Ssiderea252315
Ssiderea252322_c0_seq1	Ssiderea252322
Ssiderea252322_c0_seq2	Ssiderea252322
Ssiderea252323_c0_seq1	Ssiderea252323
Ssiderea252323_c0_seq2	Ssiderea252323
Ssiderea252324_c1_seq2	Ssiderea252324
Ssiderea252324_c1_seq4	Ssiderea252324
Ssiderea252324_c1_seq8	Ssiderea252324
Ssiderea252333_c0_seq1	Ssiderea252333
Ssiderea252334_c0_seq2	Ssiderea252334
Ssiderea252334_c0_seq4	Ssiderea252334
Ssiderea252337_c0_seq2	Ssiderea252337
Ssiderea252344_c0_seq2	Ssiderea252344
Ssiderea252344_c0_seq7	Ssiderea252344
Ssiderea252347_c0_seq1	Ssiderea252347
Ssiderea252347_c0_seq2	Ssiderea252347
Ssiderea252348_c0_seq1	Ssiderea252348
Ssiderea252348_c0_seq2	Ssiderea252348
Ssiderea252353_c0_seq1	Ssiderea252353
Ssiderea252357_c0_seq2	Ssiderea252357
Ssiderea252359_c0_seq1	Ssiderea252359
Ssiderea252359_c0_seq2	Ssiderea252359
Ssiderea252359_c0_seq3	Ssiderea252359
Ssiderea252359_c0_seq4	Ssiderea252359
Ssiderea252361_c0_seq1	Ssiderea252361
Ssiderea252361_c0_seq2	Ssiderea252361
Ssiderea252364_c0_seq1	Ssiderea252364
Ssiderea252364_c0_seq2	Ssiderea252364
Ssiderea252364_c0_seq3	Ssiderea252364
Ssiderea252366_c0_seq1	Ssiderea252366
Ssiderea252366_c0_seq6	Ssiderea252366
Ssiderea252368_c0_seq1	Ssiderea252368
Ssiderea252368_c0_seq2	Ssiderea252368
Ssiderea252368_c0_seq3	Ssiderea252368
Ssiderea252370_c0_seq1	Ssiderea252370
Ssiderea252370_c1_seq2	Ssiderea252370
Ssiderea252371_c0_seq1	Ssiderea252371
Ssiderea252371_c0_seq3	Ssiderea252371
Ssiderea252371_c0_seq4	Ssiderea252371
Ssiderea252371_c0_seq5	Ssiderea252371
Ssiderea252371_c0_seq6	Ssiderea252371
Ssiderea252371_c0_seq7	Ssiderea252371
Ssiderea252371_c0_seq9	Ssiderea252371
Ssiderea252373_c0_seq1	Ssiderea252373
Ssiderea252374_c0_seq2	Ssiderea252374
Ssiderea252374_c2_seq1	Ssiderea252374
Ssiderea252376_c0_seq1	Ssiderea252376
Ssiderea252377_c0_seq1	Ssiderea252377
Ssiderea252381_c0_seq1	Ssiderea252381
Ssiderea252381_c0_seq2	Ssiderea252381
Ssiderea252381_c0_seq3	Ssiderea252381
Ssiderea252381_c0_seq5	Ssiderea252381
Ssiderea252382_c0_seq1	Ssiderea252382
Ssiderea252382_c0_seq2	Ssiderea252382
Ssiderea252382_c0_seq5	Ssiderea252382
Ssiderea252384_c0_seq1	Ssiderea252384
Ssiderea252384_c0_seq2	Ssiderea252384
Ssiderea252384_c0_seq4	Ssiderea252384
Ssiderea252384_c0_seq6	Ssiderea252384
Ssiderea252384_c0_seq8	Ssiderea252384
Ssiderea252385_c0_seq2	Ssiderea252385
Ssiderea252385_c0_seq3	Ssiderea252385
Ssiderea252387_c0_seq10	Ssiderea252387
Ssiderea252388_c1_seq1	Ssiderea252388
Ssiderea252388_c1_seq2	Ssiderea252388
Ssiderea252389_c0_seq1	Ssiderea252389
Ssiderea252389_c0_seq3	Ssiderea252389
Ssiderea252389_c0_seq5	Ssiderea252389
Ssiderea252389_c0_seq6	Ssiderea252389
Ssiderea252389_c0_seq8	Ssiderea252389
Ssiderea252391_c0_seq8	Ssiderea252391
Ssiderea252391_c0_seq12	Ssiderea252391
Ssiderea252392_c0_seq1	Ssiderea252392
Ssiderea252392_c0_seq4	Ssiderea252392
Ssiderea252394_c0_seq1	Ssiderea252394
Ssiderea252394_c0_seq3	Ssiderea252394
Ssiderea252402_c0_seq2	Ssiderea252402
Ssiderea252402_c0_seq3	Ssiderea252402
Ssiderea252402_c0_seq4	Ssiderea252402
Ssiderea252402_c0_seq6	Ssiderea252402
Ssiderea252403_c0_seq6	Ssiderea252403
Ssiderea252403_c0_seq13	Ssiderea252403
Ssiderea252403_c0_seq23	Ssiderea252403
Ssiderea252403_c0_seq26	Ssiderea252403
Ssiderea252404_c0_seq1	Ssiderea252404
Ssiderea252406_c0_seq1	Ssiderea252406
Ssiderea252406_c0_seq3	Ssiderea252406
Ssiderea252406_c0_seq4	Ssiderea252406
Ssiderea252406_c0_seq8	Ssiderea252406
Ssiderea252406_c0_seq9	Ssiderea252406
Ssiderea252406_c0_seq10	Ssiderea252406
Ssiderea252409_c0_seq1	Ssiderea252409
Ssiderea252409_c0_seq2	Ssiderea252409
Ssiderea252410_c0_seq1	Ssiderea252410
Ssiderea252412_c1_seq1	Ssiderea252412
Ssiderea252412_c1_seq2	Ssiderea252412
Ssiderea252412_c1_seq3	Ssiderea252412
Ssiderea252412_c1_seq5	Ssiderea252412
Ssiderea252412_c1_seq6	Ssiderea252412
Ssiderea252412_c1_seq7	Ssiderea252412
Ssiderea252413_c0_seq1	Ssiderea252413
Ssiderea252413_c0_seq2	Ssiderea252413
Ssiderea252413_c0_seq3	Ssiderea252413
Ssiderea252416_c0_seq1	Ssiderea252416
Ssiderea252417_c0_seq1	Ssiderea252417
Ssiderea252417_c0_seq2	Ssiderea252417
Ssiderea252418_c0_seq1	Ssiderea252418
Ssiderea252419_c0_seq1	Ssiderea252419
Ssiderea252420_c0_seq1	Ssiderea252420
Ssiderea252421_c0_seq3	Ssiderea252421
Ssiderea252423_c0_seq1	Ssiderea252423
Ssiderea252424_c0_seq2	Ssiderea252424
Ssiderea252424_c0_seq3	Ssiderea252424
Ssiderea252424_c0_seq4	Ssiderea252424
Ssiderea252424_c0_seq5	Ssiderea252424
Ssiderea252424_c0_seq6	Ssiderea252424
Ssiderea252424_c0_seq7	Ssiderea252424
Ssiderea252427_c0_seq2	Ssiderea252427
Ssiderea252427_c0_seq3	Ssiderea252427
Ssiderea252427_c0_seq6	Ssiderea252427
Ssiderea252427_c0_seq8	Ssiderea252427
Ssiderea252427_c0_seq9	Ssiderea252427
Ssiderea252427_c0_seq12	Ssiderea252427
Ssiderea252428_c0_seq1	Ssiderea252428
Ssiderea252428_c0_seq3	Ssiderea252428
Ssiderea252428_c0_seq5	Ssiderea252428
Ssiderea252429_c0_seq1	Ssiderea252429
Ssiderea252429_c0_seq2	Ssiderea252429
Ssiderea252429_c0_seq3	Ssiderea252429
Ssiderea252436_c0_seq1	Ssiderea252436
Ssiderea252437_c0_seq1	Ssiderea252437
Ssiderea252439_c0_seq2	Ssiderea252439
Ssiderea252439_c0_seq3	Ssiderea252439
Ssiderea252439_c0_seq4	Ssiderea252439
Ssiderea252439_c0_seq7	Ssiderea252439
Ssiderea252439_c0_seq8	Ssiderea252439
Ssiderea252439_c0_seq10	Ssiderea252439
Ssiderea252439_c0_seq13	Ssiderea252439
Ssiderea252439_c0_seq14	Ssiderea252439
Ssiderea252439_c0_seq15	Ssiderea252439
Ssiderea252439_c0_seq17	Ssiderea252439
Ssiderea252440_c0_seq1	Ssiderea252440
Ssiderea252440_c1_seq1	Ssiderea252440
Ssiderea252446_c0_seq1	Ssiderea252446
Ssiderea252448_c0_seq1	Ssiderea252448
Ssiderea252448_c0_seq2	Ssiderea252448
Ssiderea252449_c1_seq1	Ssiderea252449
Ssiderea252449_c1_seq3	Ssiderea252449
Ssiderea252449_c1_seq5	Ssiderea252449
Ssiderea252449_c1_seq7	Ssiderea252449
Ssiderea252449_c2_seq1	Ssiderea252449
Ssiderea252449_c2_seq2	Ssiderea252449
Ssiderea252451_c0_seq2	Ssiderea252451
Ssiderea252451_c0_seq3	Ssiderea252451
Ssiderea252456_c1_seq1	Ssiderea252456
Ssiderea252462_c0_seq1	Ssiderea252462
Ssiderea252462_c0_seq3	Ssiderea252462
Ssiderea252462_c0_seq4	Ssiderea252462
Ssiderea252462_c0_seq7	Ssiderea252462
Ssiderea252462_c0_seq9	Ssiderea252462
Ssiderea252462_c0_seq11	Ssiderea252462
Ssiderea252464_c0_seq1	Ssiderea252464
Ssiderea252464_c0_seq2	Ssiderea252464
Ssiderea252464_c0_seq3	Ssiderea252464
Ssiderea252464_c0_seq4	Ssiderea252464
Ssiderea252464_c0_seq5	Ssiderea252464
Ssiderea252464_c0_seq6	Ssiderea252464
Ssiderea252464_c0_seq7	Ssiderea252464
Ssiderea252464_c0_seq8	Ssiderea252464
Ssiderea252464_c0_seq9	Ssiderea252464
Ssiderea252464_c0_seq10	Ssiderea252464
Ssiderea252464_c0_seq11	Ssiderea252464
Ssiderea252464_c0_seq12	Ssiderea252464
Ssiderea252464_c0_seq13	Ssiderea252464
Ssiderea252464_c0_seq14	Ssiderea252464
Ssiderea252464_c0_seq15	Ssiderea252464
Ssiderea252464_c0_seq16	Ssiderea252464
Ssiderea252464_c0_seq17	Ssiderea252464
Ssiderea252464_c0_seq18	Ssiderea252464
Ssiderea252464_c0_seq19	Ssiderea252464
Ssiderea252464_c0_seq20	Ssiderea252464
Ssiderea252464_c0_seq21	Ssiderea252464
Ssiderea252464_c0_seq22	Ssiderea252464
Ssiderea252464_c0_seq23	Ssiderea252464
Ssiderea252464_c0_seq24	Ssiderea252464
Ssiderea252464_c0_seq25	Ssiderea252464
Ssiderea252464_c0_seq26	Ssiderea252464
Ssiderea252464_c0_seq27	Ssiderea252464
Ssiderea252464_c0_seq28	Ssiderea252464
Ssiderea252464_c0_seq29	Ssiderea252464
Ssiderea252464_c0_seq30	Ssiderea252464
Ssiderea252464_c0_seq31	Ssiderea252464
Ssiderea252464_c0_seq32	Ssiderea252464
Ssiderea252464_c0_seq33	Ssiderea252464
Ssiderea252464_c0_seq34	Ssiderea252464
Ssiderea252464_c0_seq35	Ssiderea252464
Ssiderea252464_c0_seq36	Ssiderea252464
Ssiderea252464_c0_seq37	Ssiderea252464
Ssiderea252472_c0_seq2	Ssiderea252472
Ssiderea252472_c0_seq3	Ssiderea252472
Ssiderea252472_c0_seq4	Ssiderea252472
Ssiderea252472_c0_seq6	Ssiderea252472
Ssiderea252472_c0_seq7	Ssiderea252472
Ssiderea252472_c0_seq11	Ssiderea252472
Ssiderea252472_c0_seq12	Ssiderea252472
Ssiderea252475_c0_seq1	Ssiderea252475
Ssiderea252475_c0_seq2	Ssiderea252475
Ssiderea252475_c0_seq4	Ssiderea252475
Ssiderea252476_c0_seq1	Ssiderea252476
Ssiderea252477_c0_seq1	Ssiderea252477
Ssiderea252477_c0_seq2	Ssiderea252477
Ssiderea252478_c0_seq2	Ssiderea252478
Ssiderea252478_c0_seq9	Ssiderea252478
Ssiderea252480_c0_seq1	Ssiderea252480
Ssiderea252480_c0_seq2	Ssiderea252480
Ssiderea252480_c0_seq3	Ssiderea252480
Ssiderea252480_c0_seq4	Ssiderea252480
Ssiderea252481_c0_seq1	Ssiderea252481
Ssiderea252484_c0_seq1	Ssiderea252484
Ssiderea252486_c2_seq1	Ssiderea252486
Ssiderea252486_c2_seq2	Ssiderea252486
Ssiderea252486_c2_seq4	Ssiderea252486
Ssiderea252486_c2_seq6	Ssiderea252486
Ssiderea252486_c2_seq7	Ssiderea252486
Ssiderea252486_c2_seq8	Ssiderea252486
Ssiderea252486_c2_seq10	Ssiderea252486
Ssiderea252486_c2_seq11	Ssiderea252486
Ssiderea252486_c2_seq22	Ssiderea252486
Ssiderea252488_c0_seq1	Ssiderea252488
Ssiderea252492_c0_seq1	Ssiderea252492
Ssiderea252495_c0_seq1	Ssiderea252495
Ssiderea252495_c0_seq2	Ssiderea252495
Ssiderea252505_c0_seq1	Ssiderea252505
Ssiderea252506_c0_seq1	Ssiderea252506
Ssiderea252507_c0_seq1	Ssiderea252507
Ssiderea252507_c0_seq2	Ssiderea252507
Ssiderea252508_c1_seq1	Ssiderea252508
Ssiderea252508_c1_seq3	Ssiderea252508
Ssiderea252509_c0_seq1	Ssiderea252509
Ssiderea252509_c0_seq2	Ssiderea252509
Ssiderea252509_c0_seq4	Ssiderea252509
Ssiderea252509_c0_seq5	Ssiderea252509
Ssiderea252509_c0_seq6	Ssiderea252509
Ssiderea252509_c0_seq9	Ssiderea252509
Ssiderea252509_c0_seq10	Ssiderea252509
Ssiderea252514_c0_seq1	Ssiderea252514
Ssiderea252514_c0_seq2	Ssiderea252514
Ssiderea252516_c0_seq1	Ssiderea252516
Ssiderea252519_c0_seq1	Ssiderea252519
Ssiderea252519_c0_seq2	Ssiderea252519
Ssiderea252519_c0_seq3	Ssiderea252519
Ssiderea252519_c0_seq5	Ssiderea252519
Ssiderea252523_c0_seq1	Ssiderea252523
Ssiderea252523_c0_seq2	Ssiderea252523
Ssiderea252523_c0_seq3	Ssiderea252523
Ssiderea252523_c0_seq8	Ssiderea252523
Ssiderea252523_c0_seq11	Ssiderea252523
Ssiderea252523_c0_seq14	Ssiderea252523
Ssiderea252523_c0_seq21	Ssiderea252523
Ssiderea252525_c0_seq2	Ssiderea252525
Ssiderea252526_c0_seq1	Ssiderea252526
Ssiderea252526_c0_seq3	Ssiderea252526
Ssiderea252529_c0_seq1	Ssiderea252529
Ssiderea252529_c0_seq2	Ssiderea252529
Ssiderea252529_c0_seq3	Ssiderea252529
Ssiderea252529_c0_seq4	Ssiderea252529
Ssiderea252533_c0_seq4	Ssiderea252533
Ssiderea252538_c0_seq1	Ssiderea252538
Ssiderea252538_c0_seq2	Ssiderea252538
Ssiderea252539_c0_seq1	Ssiderea252539
Ssiderea252539_c0_seq2	Ssiderea252539
Ssiderea252543_c0_seq1	Ssiderea252543
Ssiderea252544_c0_seq1	Ssiderea252544
Ssiderea252546_c1_seq2	Ssiderea252546
Ssiderea252546_c1_seq3	Ssiderea252546
Ssiderea252546_c1_seq5	Ssiderea252546
Ssiderea252546_c1_seq6	Ssiderea252546
Ssiderea252547_c0_seq1	Ssiderea252547
Ssiderea252547_c0_seq2	Ssiderea252547
Ssiderea252547_c0_seq5	Ssiderea252547
Ssiderea252547_c0_seq6	Ssiderea252547
Ssiderea252547_c0_seq7	Ssiderea252547
Ssiderea252550_c1_seq1	Ssiderea252550
Ssiderea252552_c0_seq1	Ssiderea252552
Ssiderea252552_c0_seq2	Ssiderea252552
Ssiderea252552_c0_seq3	Ssiderea252552
Ssiderea252552_c0_seq5	Ssiderea252552
Ssiderea252552_c0_seq6	Ssiderea252552
Ssiderea252552_c0_seq8	Ssiderea252552
Ssiderea252552_c0_seq13	Ssiderea252552
Ssiderea252552_c0_seq15	Ssiderea252552
Ssiderea252553_c0_seq1	Ssiderea252553
Ssiderea252557_c0_seq1	Ssiderea252557
Ssiderea252560_c0_seq1	Ssiderea252560
Ssiderea252560_c0_seq2	Ssiderea252560
Ssiderea252562_c0_seq3	Ssiderea252562
Ssiderea252562_c0_seq4	Ssiderea252562
Ssiderea252562_c0_seq5	Ssiderea252562
Ssiderea252562_c0_seq6	Ssiderea252562
Ssiderea252562_c0_seq7	Ssiderea252562
Ssiderea252562_c0_seq10	Ssiderea252562
Ssiderea252572_c0_seq1	Ssiderea252572
Ssiderea252572_c0_seq2	Ssiderea252572
Ssiderea252575_c0_seq1	Ssiderea252575
Ssiderea252575_c0_seq2	Ssiderea252575
Ssiderea252575_c0_seq6	Ssiderea252575
Ssiderea252575_c0_seq7	Ssiderea252575
Ssiderea252575_c2_seq1	Ssiderea252575
Ssiderea252575_c2_seq2	Ssiderea252575
Ssiderea252576_c0_seq1	Ssiderea252576
Ssiderea252577_c1_seq4	Ssiderea252577
Ssiderea252577_c1_seq8	Ssiderea252577
Ssiderea252577_c1_seq9	Ssiderea252577
Ssiderea252577_c1_seq10	Ssiderea252577
Ssiderea252577_c1_seq11	Ssiderea252577
Ssiderea252577_c1_seq13	Ssiderea252577
Ssiderea252577_c1_seq15	Ssiderea252577
Ssiderea252577_c1_seq16	Ssiderea252577
Ssiderea252577_c1_seq18	Ssiderea252577
Ssiderea252577_c1_seq19	Ssiderea252577
Ssiderea252577_c1_seq20	Ssiderea252577
Ssiderea252577_c1_seq21	Ssiderea252577
Ssiderea252577_c1_seq22	Ssiderea252577
Ssiderea252577_c1_seq24	Ssiderea252577
Ssiderea252577_c1_seq26	Ssiderea252577
Ssiderea252577_c1_seq27	Ssiderea252577
Ssiderea252577_c1_seq28	Ssiderea252577
Ssiderea252577_c1_seq31	Ssiderea252577
Ssiderea252577_c1_seq33	Ssiderea252577
Ssiderea252577_c1_seq35	Ssiderea252577
Ssiderea252577_c1_seq36	Ssiderea252577
Ssiderea252577_c1_seq39	Ssiderea252577
Ssiderea252577_c1_seq44	Ssiderea252577
Ssiderea252577_c1_seq46	Ssiderea252577
Ssiderea252577_c1_seq47	Ssiderea252577
Ssiderea252577_c1_seq48	Ssiderea252577
Ssiderea252577_c1_seq51	Ssiderea252577
Ssiderea252577_c1_seq52	Ssiderea252577
Ssiderea252580_c0_seq1	Ssiderea252580
Ssiderea252581_c1_seq1	Ssiderea252581
Ssiderea252582_c1_seq2	Ssiderea252582
Ssiderea252582_c1_seq4	Ssiderea252582
Ssiderea252587_c0_seq1	Ssiderea252587
Ssiderea252591_c0_seq1	Ssiderea252591
Ssiderea252591_c0_seq4	Ssiderea252591
Ssiderea252592_c0_seq1	Ssiderea252592
Ssiderea252592_c0_seq2	Ssiderea252592
Ssiderea252592_c0_seq3	Ssiderea252592
Ssiderea252592_c0_seq4	Ssiderea252592
Ssiderea252592_c0_seq5	Ssiderea252592
Ssiderea252592_c0_seq6	Ssiderea252592
Ssiderea252592_c0_seq7	Ssiderea252592
Ssiderea252595_c1_seq1	Ssiderea252595
Ssiderea252602_c1_seq1	Ssiderea252602
Ssiderea252602_c1_seq2	Ssiderea252602
Ssiderea252602_c1_seq3	Ssiderea252602
Ssiderea252602_c1_seq4	Ssiderea252602
Ssiderea252602_c1_seq5	Ssiderea252602
Ssiderea252602_c1_seq6	Ssiderea252602
Ssiderea252602_c1_seq7	Ssiderea252602
Ssiderea252602_c1_seq8	Ssiderea252602
Ssiderea252602_c1_seq9	Ssiderea252602
Ssiderea252602_c1_seq10	Ssiderea252602
Ssiderea252602_c1_seq11	Ssiderea252602
Ssiderea252605_c0_seq2	Ssiderea252605
Ssiderea252605_c0_seq3	Ssiderea252605
Ssiderea252606_c0_seq1	Ssiderea252606
Ssiderea252606_c0_seq3	Ssiderea252606
Ssiderea252607_c0_seq1	Ssiderea252607
Ssiderea252607_c0_seq2	Ssiderea252607
Ssiderea252607_c0_seq3	Ssiderea252607
Ssiderea252607_c0_seq5	Ssiderea252607
Ssiderea252608_c0_seq1	Ssiderea252608
Ssiderea252608_c0_seq2	Ssiderea252608
Ssiderea252610_c1_seq1	Ssiderea252610
Ssiderea252610_c1_seq2	Ssiderea252610
Ssiderea252610_c1_seq3	Ssiderea252610
Ssiderea252610_c1_seq5	Ssiderea252610
Ssiderea252610_c1_seq9	Ssiderea252610
Ssiderea252610_c1_seq11	Ssiderea252610
Ssiderea252610_c1_seq15	Ssiderea252610
Ssiderea252612_c0_seq1	Ssiderea252612
Ssiderea252612_c0_seq2	Ssiderea252612
Ssiderea252613_c0_seq1	Ssiderea252613
Ssiderea252613_c0_seq2	Ssiderea252613
Ssiderea252615_c0_seq1	Ssiderea252615
Ssiderea252615_c0_seq2	Ssiderea252615
Ssiderea252615_c1_seq1	Ssiderea252615
Ssiderea252620_c1_seq1	Ssiderea252620
Ssiderea252620_c1_seq2	Ssiderea252620
Ssiderea252620_c1_seq4	Ssiderea252620
Ssiderea252623_c0_seq1	Ssiderea252623
Ssiderea252625_c1_seq1	Ssiderea252625
Ssiderea252633_c0_seq1	Ssiderea252633
Ssiderea252634_c0_seq2	Ssiderea252634
Ssiderea252634_c0_seq3	Ssiderea252634
Ssiderea252634_c0_seq4	Ssiderea252634
Ssiderea252634_c0_seq5	Ssiderea252634
Ssiderea252634_c0_seq7	Ssiderea252634
Ssiderea252634_c0_seq9	Ssiderea252634
Ssiderea252635_c0_seq3	Ssiderea252635
Ssiderea252635_c0_seq4	Ssiderea252635
Ssiderea252636_c0_seq1	Ssiderea252636
Ssiderea252636_c0_seq3	Ssiderea252636
Ssiderea252636_c0_seq5	Ssiderea252636
Ssiderea252636_c0_seq6	Ssiderea252636
Ssiderea252636_c0_seq8	Ssiderea252636
Ssiderea252636_c0_seq9	Ssiderea252636
Ssiderea252636_c0_seq10	Ssiderea252636
Ssiderea252636_c0_seq11	Ssiderea252636
Ssiderea252636_c0_seq13	Ssiderea252636
Ssiderea252636_c0_seq15	Ssiderea252636
Ssiderea252637_c0_seq1	Ssiderea252637
Ssiderea252637_c0_seq3	Ssiderea252637
Ssiderea252637_c0_seq9	Ssiderea252637
Ssiderea252642_c0_seq1	Ssiderea252642
Ssiderea252645_c0_seq1	Ssiderea252645
Ssiderea252645_c0_seq2	Ssiderea252645
Ssiderea252646_c0_seq1	Ssiderea252646
Ssiderea252656_c0_seq1	Ssiderea252656
Ssiderea252659_c0_seq1	Ssiderea252659
Ssiderea252659_c0_seq2	Ssiderea252659
Ssiderea252661_c1_seq1	Ssiderea252661
Ssiderea252661_c1_seq2	Ssiderea252661
Ssiderea252662_c0_seq1	Ssiderea252662
Ssiderea252662_c0_seq2	Ssiderea252662
Ssiderea252662_c0_seq4	Ssiderea252662
Ssiderea252662_c0_seq6	Ssiderea252662
Ssiderea252663_c0_seq1	Ssiderea252663
Ssiderea252663_c0_seq2	Ssiderea252663
Ssiderea252663_c0_seq3	Ssiderea252663
Ssiderea252663_c0_seq4	Ssiderea252663
Ssiderea252663_c0_seq5	Ssiderea252663
Ssiderea252664_c0_seq14	Ssiderea252664
Ssiderea252665_c0_seq1	Ssiderea252665
Ssiderea252667_c0_seq1	Ssiderea252667
Ssiderea252667_c0_seq2	Ssiderea252667
Ssiderea252671_c0_seq10	Ssiderea252671
Ssiderea252671_c0_seq11	Ssiderea252671
Ssiderea252671_c0_seq14	Ssiderea252671
Ssiderea252671_c0_seq16	Ssiderea252671
Ssiderea252671_c0_seq27	Ssiderea252671
Ssiderea252673_c2_seq3	Ssiderea252673
Ssiderea252673_c2_seq6	Ssiderea252673
Ssiderea252673_c2_seq7	Ssiderea252673
Ssiderea252677_c0_seq3	Ssiderea252677
Ssiderea252677_c0_seq4	Ssiderea252677
Ssiderea252677_c0_seq7	Ssiderea252677
Ssiderea252677_c0_seq9	Ssiderea252677
Ssiderea252677_c0_seq10	Ssiderea252677
Ssiderea252677_c0_seq11	Ssiderea252677
Ssiderea252677_c0_seq13	Ssiderea252677
Ssiderea252678_c0_seq2	Ssiderea252678
Ssiderea252678_c0_seq3	Ssiderea252678
Ssiderea252678_c0_seq4	Ssiderea252678
Ssiderea252678_c0_seq6	Ssiderea252678
Ssiderea252678_c0_seq7	Ssiderea252678
Ssiderea252678_c0_seq8	Ssiderea252678
Ssiderea252678_c0_seq10	Ssiderea252678
Ssiderea252678_c0_seq12	Ssiderea252678
Ssiderea252678_c0_seq14	Ssiderea252678
Ssiderea252678_c0_seq15	Ssiderea252678
Ssiderea252678_c0_seq19	Ssiderea252678
Ssiderea252678_c0_seq20	Ssiderea252678
Ssiderea252680_c1_seq1	Ssiderea252680
Ssiderea252681_c0_seq1	Ssiderea252681
Ssiderea252681_c0_seq2	Ssiderea252681
Ssiderea252681_c0_seq3	Ssiderea252681
Ssiderea252681_c0_seq4	Ssiderea252681
Ssiderea252682_c1_seq1	Ssiderea252682
Ssiderea252684_c0_seq1	Ssiderea252684
Ssiderea252684_c0_seq2	Ssiderea252684
Ssiderea252684_c0_seq3	Ssiderea252684
Ssiderea252684_c0_seq4	Ssiderea252684
Ssiderea252684_c0_seq5	Ssiderea252684
Ssiderea252684_c0_seq6	Ssiderea252684
Ssiderea252684_c0_seq7	Ssiderea252684
Ssiderea252684_c0_seq8	Ssiderea252684
Ssiderea252684_c0_seq9	Ssiderea252684
Ssiderea252684_c0_seq10	Ssiderea252684
Ssiderea252684_c0_seq11	Ssiderea252684
Ssiderea252684_c0_seq12	Ssiderea252684
Ssiderea252688_c1_seq1	Ssiderea252688
Ssiderea252688_c1_seq2	Ssiderea252688
Ssiderea252688_c1_seq5	Ssiderea252688
Ssiderea252688_c1_seq9	Ssiderea252688
Ssiderea252690_c1_seq1	Ssiderea252690
Ssiderea252690_c1_seq2	Ssiderea252690
Ssiderea252690_c1_seq3	Ssiderea252690
Ssiderea252690_c1_seq4	Ssiderea252690
Ssiderea252691_c0_seq3	Ssiderea252691
Ssiderea252691_c0_seq8	Ssiderea252691
Ssiderea252704_c0_seq1	Ssiderea252704
Ssiderea252704_c0_seq2	Ssiderea252704
Ssiderea252704_c0_seq3	Ssiderea252704
Ssiderea252704_c0_seq5	Ssiderea252704
Ssiderea252711_c0_seq1	Ssiderea252711
Ssiderea252711_c0_seq2	Ssiderea252711
Ssiderea252711_c0_seq3	Ssiderea252711
Ssiderea252711_c0_seq4	Ssiderea252711
Ssiderea252712_c0_seq1	Ssiderea252712
Ssiderea252712_c0_seq4	Ssiderea252712
Ssiderea252714_c0_seq1	Ssiderea252714
Ssiderea252714_c0_seq2	Ssiderea252714
Ssiderea252714_c0_seq3	Ssiderea252714
Ssiderea252714_c0_seq4	Ssiderea252714
Ssiderea252714_c0_seq5	Ssiderea252714
Ssiderea252714_c0_seq6	Ssiderea252714
Ssiderea252714_c0_seq7	Ssiderea252714
Ssiderea252714_c0_seq8	Ssiderea252714
Ssiderea252714_c0_seq10	Ssiderea252714
Ssiderea252714_c0_seq11	Ssiderea252714
Ssiderea252714_c0_seq12	Ssiderea252714
Ssiderea252714_c0_seq13	Ssiderea252714
Ssiderea252714_c0_seq14	Ssiderea252714
Ssiderea252714_c0_seq15	Ssiderea252714
Ssiderea252714_c0_seq16	Ssiderea252714
Ssiderea252714_c0_seq17	Ssiderea252714
Ssiderea252714_c0_seq18	Ssiderea252714
Ssiderea252714_c0_seq20	Ssiderea252714
Ssiderea252714_c0_seq21	Ssiderea252714
Ssiderea252714_c0_seq22	Ssiderea252714
Ssiderea252714_c0_seq23	Ssiderea252714
Ssiderea252714_c0_seq24	Ssiderea252714
Ssiderea252714_c0_seq25	Ssiderea252714
Ssiderea252714_c0_seq26	Ssiderea252714
Ssiderea252714_c0_seq27	Ssiderea252714
Ssiderea252714_c0_seq28	Ssiderea252714
Ssiderea252714_c0_seq30	Ssiderea252714
Ssiderea252714_c0_seq32	Ssiderea252714
Ssiderea252714_c0_seq33	Ssiderea252714
Ssiderea252714_c0_seq35	Ssiderea252714
Ssiderea252714_c0_seq37	Ssiderea252714
