Ssiderea243376	K05681
Ssiderea329977	K04163
Ssiderea259260	K24254
Ssiderea187328	K01183
Ssiderea261598	K00140
Ssiderea255347	K25419
Ssiderea234023	K22382
Ssiderea241763	K17928
Ssiderea233026	K18263
Ssiderea259446	K13863
Ssiderea173160	K05087
Ssiderea215663	K10416
Ssiderea222122	K00135
Ssiderea191414	K22615
Ssiderea232137	K04677
Ssiderea256562	K15980
Ssiderea257032	K10380
Ssiderea145711	K03234
Ssiderea242320	K05110
Ssiderea167975	K06103
Ssiderea260186	K06766
Ssiderea262649	K03249
Ssiderea255990	K20404
Ssiderea222117	K09381
Ssiderea249263	K21442
Ssiderea262293	K01887
Ssiderea73944	K00472
Ssiderea124856	K21868
Ssiderea254783	K23800
Ssiderea257343	K00624
Ssiderea259137	K21456
Ssiderea258194	K08507
Ssiderea261501	K02180
Ssiderea237754	K21766
Ssiderea257525	K00287
Ssiderea32902	K13806
Ssiderea231717	K04142
Ssiderea256642	K12947
Ssiderea123069	K00011
Ssiderea320435	K14026
Ssiderea263275	K17341
Ssiderea390008	K02440
Ssiderea263777	K09553
Ssiderea255207	K23327
Ssiderea262582	K08187
Ssiderea233800	K06201
Ssiderea247443	K12840
Ssiderea261238	K05749
Ssiderea242061	K11518
Ssiderea261724	K18621
Ssiderea246787	K03676
Ssiderea254842	K07874
Ssiderea263053	K24682
Ssiderea255005	K09582
Ssiderea245427	K23222
Ssiderea489337	K14572
Ssiderea230993	K24419
Ssiderea256362	K14638
Ssiderea251058	K19679
Ssiderea263657	K07497
Ssiderea256075	K10084
Ssiderea249947	K16583
Ssiderea260995	K05695
Ssiderea231019	K17868
Ssiderea253174	K02320
Ssiderea257881	K12348
Ssiderea260244	K18060
Ssiderea211537	K22610
Ssiderea76342	K14327
Ssiderea250413	K02295
Ssiderea259622	K20804
Ssiderea244619	K09228
Ssiderea232660	K05810
Ssiderea317255	K09861
Ssiderea261757	K19636
Ssiderea253441	K22399
Ssiderea257399	K07508
Ssiderea233907	K09317
Ssiderea237883	K00981
Ssiderea224147	K04592
Ssiderea253406	K00901
Ssiderea224520	K10421
Ssiderea262640	K19657
Ssiderea225540	K01142
Ssiderea251914	K15278
Ssiderea255511	K14388
Ssiderea258448	K04984
Ssiderea262217	K10408
Ssiderea243280	K15621
Ssiderea262668	K14824
Ssiderea258202	K24185
Ssiderea166310	K08465
Ssiderea246809	K17080
Ssiderea55027	K24492
Ssiderea246845	K05740
Ssiderea255987	K06270
Ssiderea258785	K25429
Ssiderea251381	K04615
Ssiderea259340	K00710
Ssiderea262826	K18270
Ssiderea256410	K12828
Ssiderea311632	K17943
Ssiderea244503	K24047
Ssiderea261491	K03068
Ssiderea263626	K18752
Ssiderea250951	K13130
Ssiderea211248	K24419
Ssiderea260284	K16759
Ssiderea243325	K24431
Ssiderea212880	K08375
Ssiderea164622	K19491
Ssiderea248519	K12736
Ssiderea127	K19527
Ssiderea248856	K09498
Ssiderea253063	K09848
Ssiderea248661	K15434
Ssiderea245479	K13302
Ssiderea246008	K20284
Ssiderea259051	K10532
Ssiderea262425	K01974
Ssiderea232399	K09510
Ssiderea253664	K08052
Ssiderea257745	K11348
Ssiderea257483	K12176
Ssiderea256016	K19013
Ssiderea249405	K25636
Ssiderea244460	K00472
Ssiderea226797	K24464
Ssiderea246824	K20795
Ssiderea219882	K11986
Ssiderea34264	K02964
Ssiderea206962	K04944
Ssiderea244674	K14561
Ssiderea262585	K03252
Ssiderea213144	K14141
Ssiderea229160	K03626
Ssiderea107673	K05727
Ssiderea260362	K11699
Ssiderea230603	K03685
Ssiderea260903	K11445
Ssiderea242158	K08104
Ssiderea230979	K07747
Ssiderea232636	K11668
Ssiderea234528	K11860
Ssiderea254330	K26141
Ssiderea256482	K11994
Ssiderea243187	K04285
Ssiderea88669	K02433
Ssiderea262684	K04594
Ssiderea256248	K03637
Ssiderea234526	K10756
Ssiderea258651	K00706
Ssiderea200216	K13239
Ssiderea256452	K08737
Ssiderea134944	K04615
Ssiderea243365	K00611
Ssiderea250094	K19867
Ssiderea247332	K14293
Ssiderea251006	K17307
Ssiderea244457	K06928
Ssiderea248113	K08874
Ssiderea256488	K26169
Ssiderea246238	K16449
Ssiderea53279	K03899
Ssiderea258174	K18529
Ssiderea367058	K01539
Ssiderea255467	K05128
Ssiderea263051	K07881
Ssiderea255241	K05731
Ssiderea260900	K13216
Ssiderea256245	K05662
Ssiderea261260	K14692
Ssiderea243033	K00721
Ssiderea154408	K14326
Ssiderea257731	K22614
Ssiderea237197	K24841
Ssiderea238719	K14767
Ssiderea250528	K13104
Ssiderea259285	K22765
Ssiderea244324	K10457
Ssiderea240627	K23380
Ssiderea247667	K04539
Ssiderea259158	K05692
Ssiderea253480	K10521
Ssiderea436202	K17341
Ssiderea241642	K08504
Ssiderea251736	K09506
Ssiderea261206	K04984
Ssiderea261445	K11972
Ssiderea291007	K09580
Ssiderea249050	K08056
Ssiderea250953	K00939
Ssiderea236822	K23727
Ssiderea239631	K13139
Ssiderea249726	K03424
Ssiderea259099	K07422
Ssiderea206668	K03013
Ssiderea247601	K19219
Ssiderea241113	K03242
Ssiderea250930	K20655
Ssiderea237546	K21596
Ssiderea94424	K04989
Ssiderea182153	K13912
Ssiderea249007	K19676
Ssiderea251055	K11802
Ssiderea247789	K14388
Ssiderea235296	K23281
Ssiderea215429	K04412
Ssiderea257326	K19525
Ssiderea241440	K12757
Ssiderea284208	K23490
Ssiderea248915	K24822
Ssiderea214875	K18932
Ssiderea246603	K08009
Ssiderea251514	K12877
Ssiderea193213	K06633
Ssiderea247917	K03209
Ssiderea261426	K14326
Ssiderea250220	K20899
Ssiderea262774	K25006
Ssiderea263033	K20405
Ssiderea245771	K10277
Ssiderea259222	K19054
Ssiderea263271	K11153
Ssiderea250552	K15263
Ssiderea258144	K21066
Ssiderea261451	K22754
Ssiderea54144	K15282
Ssiderea147818	K24835
Ssiderea230733	K08517
Ssiderea253715	K12494
Ssiderea256493	K00681
Ssiderea261632	K04592
Ssiderea249600	K11664
Ssiderea254189	K24935
Ssiderea238265	K14564
Ssiderea261214	K19306
Ssiderea250024	K17593
Ssiderea259820	K11126
Ssiderea250539	K01869
Ssiderea254701	K01530
Ssiderea249928	K15259
Ssiderea258962	K06975
Ssiderea232798	K04650
Ssiderea232494	K12757
Ssiderea252539	K17299
Ssiderea74719	K07404
Ssiderea164179	K10703
Ssiderea260993	K18442
Ssiderea243470	K24740
Ssiderea243058	K23792
Ssiderea262379	K19326
Ssiderea247617	K03929
Ssiderea249585	K14550
Ssiderea247869	K07192
Ssiderea253949	K23088
Ssiderea249967	K22733
Ssiderea262485	K25100
Ssiderea337060	K04600
Ssiderea203814	K14945
Ssiderea258657	K06271
Ssiderea261998	K23314
Ssiderea255592	K21396
Ssiderea246591	K06252
Ssiderea262159	K24759
Ssiderea242130	K09073
Ssiderea82621	K08843
Ssiderea245849	K00995
Ssiderea256464	K21843
Ssiderea250864	K13298
Ssiderea162395	K18644
Ssiderea235556	K20406
Ssiderea262795	K13217
Ssiderea224500	K11593
Ssiderea255650	K22078
Ssiderea259881	K18438
Ssiderea235564	K04256
Ssiderea186332	K08744
Ssiderea250703	K00810
Ssiderea183181	K24143
Ssiderea222200	K02985
Ssiderea258780	K11270
Ssiderea239534	K20349
Ssiderea222353	K23049
Ssiderea85416	K02872
Ssiderea208389	K05312
Ssiderea229435	K03240
Ssiderea246520	K06694
Ssiderea245929	K10642
Ssiderea253903	K14590
Ssiderea204711	K18442
Ssiderea254352	K03178
Ssiderea182070	K00472
Ssiderea262725	K10636
Ssiderea235762	K17341
Ssiderea242629	K12175
Ssiderea393901	K02938
Ssiderea258723	K00235
Ssiderea232644	K00934
Ssiderea243088	K24792
Ssiderea210789	K17550
Ssiderea121740	K10380
Ssiderea256178	K06210
Ssiderea257145	K10279
Ssiderea259662	K11416
Ssiderea260986	K19327
Ssiderea143062	K07497
Ssiderea255978	K02208
Ssiderea256775	K00249
Ssiderea237091	K12607
Ssiderea242399	K21767
Ssiderea77775	K08292
Ssiderea258517	K01053
Ssiderea232039	K15182
Ssiderea243195	K14209
Ssiderea252063	K10481
Ssiderea261797	K09667
Ssiderea245197	K04565
Ssiderea230215	K10593
Ssiderea238393	K13752
Ssiderea260233	K17592
Ssiderea263140	K18405
Ssiderea100108	K05181
Ssiderea225700	K24865
Ssiderea235434	K05692
Ssiderea261417	K05696
Ssiderea258010	K00726
Ssiderea246349	K12818
Ssiderea25463	K11855
Ssiderea246492	K00820
Ssiderea238243	K09267
Ssiderea260267	K00757
Ssiderea223373	K04371
Ssiderea243766	K11494
Ssiderea256122	K15902
Ssiderea239343	K24835
Ssiderea228319	K17986
Ssiderea199456	K04134
Ssiderea227022	K10380
Ssiderea123492	K03879
Ssiderea235220	K15296
Ssiderea348110	K03234
Ssiderea212908	K01489
Ssiderea240547	K09666
Ssiderea256719	K26101
Ssiderea263402	K10249
Ssiderea256389	K10395
Ssiderea261529	K22182
Ssiderea205248	K08639
Ssiderea245495	K08815
Ssiderea186909	K09405
Ssiderea248839	K13577
Ssiderea241049	K01754
Ssiderea240325	K09569
Ssiderea247237	K09435
Ssiderea257397	K06692
Ssiderea242016	K18669
Ssiderea140667	K22790
Ssiderea335957	K07299
Ssiderea245994	K06819
Ssiderea240876	K12384
Ssiderea194259	K06115
Ssiderea251158	K05760
Ssiderea199426	K19909
Ssiderea261104	K01301
Ssiderea253845	K11844
Ssiderea255742	K18207
Ssiderea251165	K07497
Ssiderea255271	K07409
Ssiderea192046	K04849
Ssiderea230550	K02327
Ssiderea246361	K00315
Ssiderea262171	K01892
Ssiderea224957	K01394
Ssiderea251431	K17546
Ssiderea228791	K22816
Ssiderea256415	K02684
Ssiderea261657	K05673
Ssiderea252009	K11824
Ssiderea259573	K24205
Ssiderea260867	K24822
Ssiderea262440	K16751
Ssiderea239915	K24553
Ssiderea258927	K22125
Ssiderea247055	K23222
Ssiderea304722	K06130
Ssiderea254322	K24761
Ssiderea203500	K01934
Ssiderea255634	K19752
Ssiderea245527	K05732
Ssiderea217580	K02737
Ssiderea262298	K04427
Ssiderea258335	K10400
Ssiderea261269	K08819
Ssiderea246890	K00365
Ssiderea248165	K05643
Ssiderea263781	K10457
Ssiderea251387	K12164
Ssiderea263754	K23929
Ssiderea259811	K07151
Ssiderea232384	K17905
Ssiderea248597	K08202
Ssiderea246850	K25451
Ssiderea261852	K05127
Ssiderea238942	K04266
Ssiderea261964	K20879
Ssiderea254990	K17263
Ssiderea239887	K05758
Ssiderea246018	K08516
Ssiderea244340	K10649
Ssiderea212742	K02128
Ssiderea261875	K16460
Ssiderea252933	K01539
Ssiderea233289	K04142
Ssiderea257112	K05100
Ssiderea257827	K21952
Ssiderea176393	K19760
Ssiderea255157	K07497
Ssiderea258814	K25700
Ssiderea256287	K18849
Ssiderea248382	K09204
Ssiderea244692	K12870
Ssiderea262345	K04458
Ssiderea246907	K08857
Ssiderea93330	K11214
Ssiderea236208	K14006
Ssiderea240267	K11600
Ssiderea263313	K06666
Ssiderea256025	K24939
Ssiderea245617	K26163
Ssiderea263774	K17592
Ssiderea44498	K02263
Ssiderea248590	K13617
Ssiderea253924	K03239
Ssiderea263556	K11778
Ssiderea244372	K17817
Ssiderea254033	K14776
Ssiderea258955	K15156
Ssiderea205284	K24842
Ssiderea228444	K10746
Ssiderea250577	K14301
Ssiderea242649	K14686
Ssiderea240586	K01427
Ssiderea224554	K10244
Ssiderea259550	K07209
Ssiderea223882	K06111
Ssiderea319418	K02985
Ssiderea242204	K08239
Ssiderea258074	K12460
Ssiderea236364	K01311
Ssiderea255699	K00953
Ssiderea246254	K03008
Ssiderea258001	K06677
Ssiderea240924	K03165
Ssiderea261051	K20133
Ssiderea202663	K10380
Ssiderea233575	K08185
Ssiderea195119	K01379
Ssiderea261381	K01262
Ssiderea242237	K00275
Ssiderea254482	K10312
Ssiderea255716	K10450
Ssiderea257523	K16743
Ssiderea252843	K10373
Ssiderea261968	K11869
Ssiderea257758	K10313
Ssiderea263167	K04978
Ssiderea261989	K09604
Ssiderea234886	K04739
Ssiderea176595	K11126
Ssiderea231776	K08214
Ssiderea245388	K01020
Ssiderea243330	K12603
Ssiderea250451	K08804
Ssiderea251401	K04536
Ssiderea250481	K14557
Ssiderea261068	K14847
Ssiderea217977	K09553
Ssiderea260034	K08202
Ssiderea247600	K14216
Ssiderea260815	K25421
Ssiderea263253	K03654
Ssiderea254865	K10277
Ssiderea252822	K23501
Ssiderea238523	K12491
Ssiderea261692	K18592
Ssiderea255170	K14005
Ssiderea262099	K06972
Ssiderea233654	K12323
Ssiderea238727	K10442
Ssiderea263395	K01513
Ssiderea323414	K01787
Ssiderea185926	K10595
Ssiderea219537	K00710
Ssiderea259202	K08336
Ssiderea242194	K08810
Ssiderea239236	K06819
Ssiderea47114	K07206
Ssiderea258915	K00850
Ssiderea248682	K01611
Ssiderea173310	K23939
Ssiderea127989	K17572
Ssiderea255658	K00671
Ssiderea166535	K05198
Ssiderea226877	K02977
Ssiderea214707	K24553
Ssiderea311826	K04459
Ssiderea231284	K19525
Ssiderea250458	K19511
Ssiderea262480	K20053
Ssiderea257377	K13051
Ssiderea254113	K24680
Ssiderea249424	K10262
Ssiderea233660	K04515
Ssiderea258393	K24653
Ssiderea243954	K02739
Ssiderea200712	K04887
Ssiderea259012	K12618
Ssiderea248672	K23553
Ssiderea254614	K24553
Ssiderea209007	K02947
Ssiderea289989	K08832
Ssiderea262539	K12311
Ssiderea260364	K04555
Ssiderea257979	K16733
Ssiderea263535	K23113
Ssiderea208144	K23166
Ssiderea237044	K25788
Ssiderea256448	K05181
Ssiderea236216	K01469
Ssiderea255821	K02895
Ssiderea237589	K04511
Ssiderea242940	K21862
Ssiderea90549	K15666
Ssiderea250557	K00605
Ssiderea246446	K17598
Ssiderea205586	K17341
Ssiderea254373	K03781
Ssiderea234011	K13051
Ssiderea196369	K17572
Ssiderea21327	K15631
Ssiderea234387	K04988
Ssiderea260604	K13106
Ssiderea255552	K11674
Ssiderea255020	K00898
Ssiderea298842	K05864
Ssiderea260331	K12397
Ssiderea250424	K23234
Ssiderea254177	K08202
Ssiderea72393	K12567
Ssiderea257349	K18038
Ssiderea221202	K24512
Ssiderea243569	K23490
Ssiderea236713	K01464
Ssiderea107969	K24835
Ssiderea250051	K01530
Ssiderea244358	K04729
Ssiderea224398	K10408
Ssiderea111143	K22857
Ssiderea236139	K19909
Ssiderea194500	K09267
Ssiderea227130	K04592
Ssiderea67010	K06058
Ssiderea192865	K02983
Ssiderea72807	K08375
Ssiderea263181	K04362
Ssiderea252181	K17285
Ssiderea247412	K11593
Ssiderea231518	K10735
Ssiderea260723	K08997
Ssiderea118667	K07937
Ssiderea248673	K18422
Ssiderea257948	K10104
Ssiderea255057	K10357
Ssiderea230899	K03935
Ssiderea202884	K02144
Ssiderea250256	K09108
Ssiderea263510	K22808
Ssiderea285894	K12823
Ssiderea241689	K24013
Ssiderea242367	K01528
Ssiderea236123	K19868
Ssiderea125071	K10380
Ssiderea248944	K01363
Ssiderea288658	K18723
Ssiderea263574	K11647
Ssiderea253023	K10290
Ssiderea60206	K01068
Ssiderea80907	K24510
Ssiderea263413	K12388
Ssiderea250114	K20368
Ssiderea256677	K10532
Ssiderea231744	K11997
Ssiderea170800	K04135
Ssiderea238157	K03424
Ssiderea263458	K23851
Ssiderea262330	K17253
Ssiderea263542	K16896
Ssiderea110782	K04851
Ssiderea243419	K01639
Ssiderea259365	K02328
Ssiderea346562	K03232
Ssiderea218217	K24125
Ssiderea241298	K01867
Ssiderea258766	K06129
Ssiderea263708	K11323
Ssiderea251676	K11723
Ssiderea252846	K01754
Ssiderea252387	K23902
Ssiderea249086	K16621
Ssiderea253942	K13142
Ssiderea257365	K18486
Ssiderea261317	K07521
Ssiderea233772	K09037
Ssiderea240133	K08333
Ssiderea216694	K09372
Ssiderea256180	K05126
Ssiderea239005	K02983
Ssiderea332905	K00472
Ssiderea221630	K20994
Ssiderea239077	K15711
Ssiderea241188	K01070
Ssiderea337616	K09385
Ssiderea216653	K10256
Ssiderea233534	K04912
Ssiderea254335	K04659
Ssiderea257099	K09532
Ssiderea261444	K19413
Ssiderea261739	K11420
Ssiderea252865	K04984
Ssiderea249110	K15603
Ssiderea255037	K01908
Ssiderea230849	K11471
Ssiderea251865	K04611
Ssiderea251458	K00326
Ssiderea190063	K10382
Ssiderea243728	K05312
Ssiderea254279	K01197
Ssiderea202231	K11644
Ssiderea244681	K14611
Ssiderea221969	K10408
Ssiderea226449	K03929
Ssiderea257962	K12573
Ssiderea258845	K06855
Ssiderea238769	K02726
Ssiderea261346	K13539
Ssiderea283527	K10754
Ssiderea163402	K14772
Ssiderea255454	K09580
Ssiderea260140	K18040
Ssiderea261375	K20899
Ssiderea169041	K07440
Ssiderea234487	K11433
Ssiderea248046	K03165
Ssiderea252258	K17451
Ssiderea247170	K04450
Ssiderea228753	K00670
Ssiderea227369	K14816
Ssiderea261903	K11411
Ssiderea244135	K10734
Ssiderea207580	K04461
Ssiderea254528	K10601
Ssiderea243116	K01017
Ssiderea253631	K13338
Ssiderea218485	K02699
Ssiderea214371	K11438
Ssiderea214312	K07752
Ssiderea260200	K03174
Ssiderea235641	K09093
Ssiderea260358	K10300
Ssiderea118684	K20028
Ssiderea251684	K23234
Ssiderea246190	K05699
Ssiderea260870	K07497
Ssiderea349742	K07936
Ssiderea228227	K04874
Ssiderea432766	K23342
Ssiderea237537	K11546
Ssiderea257623	K07766
Ssiderea259919	K10380
Ssiderea307197	K01408
Ssiderea198458	K00894
Ssiderea256842	K00162
Ssiderea258801	K13091
Ssiderea217846	K11257
Ssiderea232629	K08439
Ssiderea253003	K00791
Ssiderea261076	K25769
Ssiderea263731	K10144
Ssiderea164024	K08375
Ssiderea206583	K00505
Ssiderea262175	K20371
Ssiderea111013	K18405
Ssiderea237775	K15189
Ssiderea232861	K04829
Ssiderea257706	K14007
Ssiderea226659	K23257
Ssiderea258428	K03362
Ssiderea116942	K06172
Ssiderea241984	K06699
Ssiderea246214	K10169
Ssiderea257535	K06641
Ssiderea94026	K20291
Ssiderea253612	K05293
Ssiderea255266	K13347
Ssiderea255460	K11861
Ssiderea259705	K17597
Ssiderea243861	K01166
Ssiderea253137	K08855
Ssiderea244465	K11503
Ssiderea23893	K06252
Ssiderea261454	K19525
Ssiderea259092	K02884
Ssiderea250935	K13704
Ssiderea247448	K23915
Ssiderea260345	K06252
Ssiderea253121	K10270
Ssiderea258901	K03035
Ssiderea243036	K18159
Ssiderea255924	K17797
Ssiderea362106	K24936
Ssiderea249510	K06963
Ssiderea261522	K09627
Ssiderea252096	K01868
Ssiderea260829	K07762
Ssiderea242441	K13161
Ssiderea192800	K02962
Ssiderea255736	K05190
Ssiderea257926	K08913
Ssiderea262033	K12823
Ssiderea254304	K01077
Ssiderea261854	K05641
Ssiderea251786	K18584
Ssiderea249129	K07497
Ssiderea260741	K00728
Ssiderea263762	K13912
Ssiderea257410	K08546
Ssiderea234572	K02537
Ssiderea102465	K07497
Ssiderea217685	K25856
Ssiderea244041	K04441
Ssiderea250742	K15179
Ssiderea261324	K08876
Ssiderea253569	K04988
Ssiderea259803	K14456
Ssiderea259701	K24498
Ssiderea181767	K14786
Ssiderea257616	K14442
Ssiderea246507	K14803
Ssiderea374518	K02993
Ssiderea168802	K20799
Ssiderea238481	K20176
Ssiderea249634	K24104
Ssiderea213288	K05673
Ssiderea244870	K00457
Ssiderea247505	K07497
Ssiderea176138	K22262
Ssiderea252637	K00008
Ssiderea234541	K00079
Ssiderea61675	K08546
Ssiderea227188	K03386
Ssiderea252506	K04249
Ssiderea237606	K04523
Ssiderea318629	K02261
Ssiderea261999	K25374
Ssiderea250604	K25473
Ssiderea202219	K10048
Ssiderea250289	K14703
Ssiderea257418	K26116
Ssiderea255815	K20180
Ssiderea204684	K08624
Ssiderea256898	K00699
Ssiderea244632	K19196
Ssiderea257114	K24936
Ssiderea248524	K06965
Ssiderea251964	K12394
Ssiderea262016	K05094
Ssiderea262718	K17307
Ssiderea241091	K00907
Ssiderea256317	K26169
Ssiderea259454	K10260
Ssiderea241079	K12179
Ssiderea245498	K16599
Ssiderea256908	K03424
Ssiderea246976	K07832
Ssiderea253677	K20056
Ssiderea256593	K22074
Ssiderea237401	K10769
Ssiderea240818	K11366
Ssiderea253591	K00472
Ssiderea249082	K07497
Ssiderea257077	K01262
Ssiderea259535	K10356
Ssiderea220582	K05728
Ssiderea253463	K03236
Ssiderea217676	K02528
Ssiderea244034	K08375
Ssiderea246014	K05746
Ssiderea303909	K06180
Ssiderea257901	K10396
Ssiderea260029	K00485
Ssiderea244584	K06103
Ssiderea259518	K11848
Ssiderea259372	K05692
Ssiderea247400	K00364
Ssiderea253206	K10596
Ssiderea261972	K10294
Ssiderea262550	K10260
Ssiderea249956	K23551
Ssiderea254622	K00889
Ssiderea256990	K06158
Ssiderea263016	K16059
Ssiderea256566	K03846
Ssiderea213136	K14572
Ssiderea230307	K15437
Ssiderea259958	K20639
Ssiderea262767	K18426
Ssiderea189598	K16493
Ssiderea244337	K04984
Ssiderea224583	K03648
Ssiderea248451	K17963
Ssiderea247140	K23969
Ssiderea251879	K08187
Ssiderea209620	K06180
Ssiderea252324	K21806
Ssiderea220600	K22257
Ssiderea255779	K15362
Ssiderea253170	K03255
Ssiderea245102	K20286
Ssiderea253445	K14938
Ssiderea244576	K15043
Ssiderea224927	K02936
Ssiderea249795	K17985
Ssiderea256777	K23332
Ssiderea243619	K04482
Ssiderea103378	K02898
Ssiderea256838	K07752
Ssiderea259770	K01893
Ssiderea241857	K11488
Ssiderea257575	K07379
Ssiderea227162	K02976
Ssiderea66016	K01769
Ssiderea248842	K01135
Ssiderea245886	K00685
Ssiderea19958	K06560
Ssiderea259331	K05015
Ssiderea248799	K05750
Ssiderea244667	K14826
Ssiderea253394	K05284
Ssiderea261000	K17916
Ssiderea259484	K16747
Ssiderea244531	K24538
Ssiderea262206	K24815
Ssiderea254750	K01415
Ssiderea235725	K01476
Ssiderea261271	K08817
Ssiderea245785	K17306
Ssiderea319070	K11628
Ssiderea200023	K01196
Ssiderea262235	K15046
Ssiderea263196	K13145
Ssiderea252261	K14281
Ssiderea255117	K19006
Ssiderea244155	K11251
Ssiderea222055	K12323
Ssiderea257748	K24962
Ssiderea251540	K13115
Ssiderea90615	K00413
Ssiderea253804	K01415
Ssiderea263701	K04135
Ssiderea262657	K17725
Ssiderea234314	K03103
Ssiderea257681	K03348
Ssiderea257124	K02888
Ssiderea262630	K07203
Ssiderea255096	K03661
Ssiderea259675	K08268
Ssiderea252661	K10148
Ssiderea262882	K17267
Ssiderea261825	K07440
Ssiderea257898	K03754
Ssiderea229649	K12035
Ssiderea203841	K11150
Ssiderea252079	K11416
Ssiderea259605	K08375
Ssiderea263057	K13862
Ssiderea254975	K14993
Ssiderea256341	K01581
Ssiderea260207	K04362
Ssiderea241830	K15076
Ssiderea225030	K11275
Ssiderea413759	K24298
Ssiderea245187	K25572
Ssiderea84261	K10408
Ssiderea243776	K12366
Ssiderea258914	K00710
Ssiderea254255	K04829
Ssiderea223621	K25307
Ssiderea254857	K14411
Ssiderea249866	K03142
Ssiderea259148	K05022
Ssiderea261192	K23257
Ssiderea246911	K24835
Ssiderea262372	K00744
Ssiderea251799	K03002
Ssiderea261588	K18024
Ssiderea256767	K10366
Ssiderea128212	K01953
Ssiderea254666	K20221
Ssiderea257550	K07436
Ssiderea254215	K25700
Ssiderea263735	K05313
Ssiderea247929	K11792
Ssiderea258774	K14536
Ssiderea252420	K01565
Ssiderea241424	K14791
Ssiderea259122	K21754
Ssiderea205153	K15075
Ssiderea259560	K12384
Ssiderea258520	K13960
Ssiderea262714	K17495
Ssiderea249558	K16742
Ssiderea262383	K12646
Ssiderea224586	K03652
Ssiderea246048	K08202
Ssiderea260784	K13128
Ssiderea236644	K03231
Ssiderea218208	K01802
Ssiderea230714	K23490
Ssiderea261835	K24886
Ssiderea237210	K10133
Ssiderea235478	K18598
Ssiderea257174	K19907
Ssiderea240316	K12322
Ssiderea253918	K24437
Ssiderea259695	K09313
Ssiderea305038	K08193
Ssiderea254883	K01191
Ssiderea189989	K17906
Ssiderea125633	K03231
Ssiderea260246	K11224
Ssiderea260707	K11804
Ssiderea174781	K07752
Ssiderea251621	K10637
Ssiderea261785	K17776
Ssiderea254230	K09555
Ssiderea206008	K13956
Ssiderea248549	K05312
Ssiderea238096	K02354
Ssiderea247471	K00777
Ssiderea217695	K00020
Ssiderea258662	K07497
Ssiderea262675	K19178
Ssiderea66331	K04150
Ssiderea228919	K08054
Ssiderea254461	K22862
Ssiderea252633	K01279
Ssiderea227146	K08547
Ssiderea259439	K12400
Ssiderea251335	K14556
Ssiderea256757	K10297
Ssiderea255253	K01895
Ssiderea302337	K14155
Ssiderea248623	K14536
Ssiderea262925	K11266
Ssiderea253093	K16857
Ssiderea260920	K07497
Ssiderea257015	K11594
Ssiderea191217	K04043
Ssiderea261710	K04144
Ssiderea256476	K15447
Ssiderea146959	K04135
Ssiderea243660	K07497
Ssiderea236107	K17701
Ssiderea258985	K24734
Ssiderea260997	K22754
Ssiderea229610	K06524
Ssiderea262750	K25631
Ssiderea249436	K24732
Ssiderea254913	K12811
Ssiderea261407	K07885
Ssiderea263153	K04592
Ssiderea32594	K05181
Ssiderea254926	K01135
Ssiderea233102	K04153
Ssiderea250519	K15272
Ssiderea260708	K04681
Ssiderea254013	K10260
Ssiderea173930	K00759
Ssiderea248178	K13273
Ssiderea262048	K01953
Ssiderea80554	K11251
Ssiderea245842	K08835
Ssiderea238991	K09666
Ssiderea243190	K10686
Ssiderea261310	K19499
Ssiderea254121	K01672
Ssiderea130562	K17341
Ssiderea218589	K06630
Ssiderea215312	K23957
Ssiderea241695	K04370
Ssiderea245438	K02296
Ssiderea193921	K24893
Ssiderea251481	K04706
Ssiderea257619	K14994
Ssiderea250303	K09517
Ssiderea250714	K08844
Ssiderea248997	K05125
Ssiderea230933	K15040
Ssiderea253005	K07874
Ssiderea257777	K23994
Ssiderea247538	K25457
Ssiderea249393	K23909
Ssiderea258387	K05849
Ssiderea262002	K10615
Ssiderea332957	K16290
Ssiderea259982	K10902
Ssiderea210653	K16748
Ssiderea152033	K11852
Ssiderea219940	K12165
Ssiderea249194	K13238
Ssiderea219049	K01697
Ssiderea243024	K23380
Ssiderea181787	K01176
Ssiderea257581	K02677
Ssiderea259545	K00274
Ssiderea260540	K17820
Ssiderea239246	K22072
Ssiderea250166	K20234
Ssiderea254808	K10637
Ssiderea241872	K13122
Ssiderea258950	K11661
Ssiderea246037	K00739
Ssiderea229952	K02938
Ssiderea251782	K10457
Ssiderea262840	K15732
Ssiderea201899	K08375
Ssiderea256721	K26169
Ssiderea236357	K22564
Ssiderea225417	K06794
Ssiderea254327	K09702
Ssiderea261802	K02259
Ssiderea211169	K06961
Ssiderea256371	K20129
Ssiderea258593	K20222
Ssiderea36958	K04615
Ssiderea182093	K02599
Ssiderea71113	K03234
Ssiderea246131	K23505
Ssiderea101699	K21863
Ssiderea443547	K06185
Ssiderea258540	K06835
Ssiderea119743	K12566
Ssiderea255302	K15116
Ssiderea217595	K07868
Ssiderea254628	K10891
Ssiderea211295	K16342
Ssiderea223378	K04606
Ssiderea261130	K00789
Ssiderea230281	K03031
Ssiderea247204	K09093
Ssiderea70082	K15111
Ssiderea231810	K03260
Ssiderea229538	K03103
Ssiderea238339	K00814
Ssiderea258855	K14314
Ssiderea260477	K20198
Ssiderea258265	K14440
Ssiderea263192	K15687
Ssiderea243514	K00747
Ssiderea260197	K00854
Ssiderea248213	K01880
Ssiderea259102	K20279
Ssiderea257816	K16682
Ssiderea233558	K15235
Ssiderea242951	K21879
Ssiderea250267	K11832
